Ec,Xi,Eta,k,Fval,Gval
5,0,2.34,3.0,1.00155,0.0
5,0,2.36,3.0,1.00144,0.0
5,0,2.38,3.0,1.00133,0.0
5,0,2.4,3.0,1.00123,0.0
5,0,2.42,3.0,1.00114,0.0
5,0,2.44,3.0,1.00105,0.0
5,0,2.46,3.0,1.00098,0.0
5,0,2.48,3.0,1.00091,0.0
5,0,2.5,3.0,1.00084,0.0
5,0,2.52,3.0,1.00078,0.0
5,0,2.54,3.0,1.00073,0.0
5,0,2.56,3.0,1.00068,0.0
5,0,2.58,3.0,1.00064,0.0
5,0,2.6,3.0,1.0006,0.0
5,0,2.62,3.0,1.00057,0.0
5,0,2.64,3.0,1.00053,0.0
5,0,2.66,3.0,1.00051,0.0
5,0,2.68,3.0,1.00048,0.0
5,0,2.7,3.0,1.00046,0.0
5,0,2.72,3.0,1.00044,0.0
5,0,2.74,3.0,1.00042,0.0
5,0,2.76,3.0,1.0004,0.0
5,0,2.78,3.0,1.00038,0.0
5,0,2.8,3.0,1.00037,0.0
5,0,2.82,3.0,1.00035,0.0
5,0,2.84,3.0,1.00034,0.0
5,0,2.86,3.0,1.00033,0.0
5,0,2.88,3.0,1.00032,0.0
5,0,2.9,3.0,1.00031,0.0
5,0,2.92,3.0,1.0003,0.0
5,0,2.94,3.0,1.00029,0.0
5,0,2.96,3.0,1.00028,0.0
5,0,2.98,3.0,1.00027,0.0
5,0,3.0,3.0,1.00026,0.0
5,0,3.02,3.0,1.00026,0.0
5,0,3.04,3.0,1.00025,0.0
5,0,3.06,3.0,1.00025,0.0
5,0,3.08,3.0,1.00024,0.0
5,0,3.1,3.0,1.00024,0.0
5,0,3.12,3.0,1.00024,0.0
5,0,3.14,3.0,1.00023,0.0
5,0,3.16,3.0,1.00023,0.0
5,0,3.18,3.0,1.00023,0.0
5,0,3.2,3.0,1.00022,0.0
5,0,3.22,3.0,1.00022,0.0
5,0,3.24,3.0,1.00022,0.0
5,0,3.26,3.0,1.00021,0.0
5,0,3.28,3.0,1.00021,0.0
5,0,3.3,3.0,1.00021,0.0
5,0,3.32,3.0,1.00021,0.0
5,0,3.34,3.0,1.0002,0.0
5,0,3.36,3.0,1.0002,0.0
5,0,3.38,3.0,1.0002,0.0
5,0,3.4,3.0,1.0002,0.0
5,0,3.42,3.0,1.0002,0.0
5,0,3.44,3.0,1.0002,0.0
5,0,3.46,3.0,1.0002,0.0
5,0,3.48,3.0,1.0002,0.0
5,0,3.5,3.0,1.00019,0.0
5,0,3.52,3.0,1.00019,0.0
5,0,3.54,3.0,1.00019,0.0
5,0,3.56,3.0,1.00019,0.0
5,0,3.58,3.0,1.00019,0.0
5,0,3.6,3.0,1.00019,0.0
5,0,3.62,3.0,1.00019,0.0
5,0,3.64,3.0,1.00018,0.0
5,0,3.66,3.0,1.00018,0.0
5,0,3.68,3.0,1.00018,0.0
5,0,3.7,3.0,1.00018,0.0
5,0,3.72,3.0,1.00018,0.0
5,0,3.74,3.0,1.00017,0.0
5,0,3.76,3.0,1.00017,0.0
5,0,3.78,3.0,1.00017,0.0
5,0,3.8,3.0,1.00017,0.0
5,0,3.82,3.0,1.00017,0.0
5,0,3.84,3.0,1.00016,0.0
5,0,3.86,3.0,1.00016,0.0
5,0,3.88,3.0,1.00016,0.0
5,0,3.9,3.0,1.00016,0.0
5,0,3.92,3.0,1.00016,0.0
5,0,3.94,3.0,1.00016,0.0
5,0,3.96,3.0,1.00015,0.0
5,0,3.98,3.0,1.00015,0.0
5,0,4.0,3.0,1.00015,0.0
5,0,4.02,3.0,1.00014,0.0
5,0,4.04,3.0,1.00014,0.0
5,0,4.06,3.0,1.00014,0.0
5,0,4.08,3.0,1.00013,0.0
5,0,4.1,3.0,1.00013,0.0
5,0,4.12,3.0,1.00013,0.0
5,0,4.14,3.0,1.00013,0.0
5,0,4.16,3.0,1.00012,0.0
5,0,4.18,3.0,1.00012,0.0
5,0,4.2,3.0,1.00012,0.0
5,0,4.22,3.0,1.00011,0.0
5,0,4.24,3.0,1.00011,0.0
5,0,4.26,3.0,1.0001,0.0
5,0,4.28,3.0,1.0001,0.0
5,0,4.3,3.0,1.0001,0.0
5,0,4.32,3.0,1.00009,0.0
5,0,4.34,3.0,1.00009,0.0
5,0,4.36,3.0,1.00009,0.0
5,0,4.38001,3.0,1.00008,0.0
5,0,4.40001,3.0,1.00008,0.0
5,0,4.42001,3.0,1.00008,0.0
5,0,4.44001,3.0,1.00007,0.0
5,0,4.46001,3.0,1.00007,0.0
5,0,4.48001,3.0,1.00007,0.0
5,0,4.50001,3.0,1.00007,0.0
5,0,4.52001,3.0,1.00006,0.0
5,0,4.54001,3.0,1.00006,0.0
5,0,4.56001,3.0,1.00006,0.0
5,0,4.58001,3.0,1.00006,0.0
5,0,4.60001,3.0,1.00005,0.0
5,0,4.62001,3.0,1.00005,0.0
5,0,4.64001,3.0,1.00005,0.0
5,0,4.66001,3.0,1.00004,0.0
5,0,4.68001,3.0,1.00004,0.0
5,0,4.70001,3.0,1.00004,0.0
5,0,4.72001,3.0,1.00004,0.0
5,0,4.74001,3.0,1.00003,0.0
5,0,4.76001,3.0,1.00003,0.0
5,0,4.78001,3.0,1.00003,0.0
5,0,4.80001,3.0,1.00003,0.0
5,0,4.82002,3.0,1.00002,0.0
5,0,4.84002,3.0,1.00002,0.0
5,0,4.86002,3.0,1.00002,0.0
5,0,4.88002,3.0,1.00002,0.0
5,0,4.90002,3.0,1.00001,0.0
5,0,4.92002,3.0,1.00001,0.0
5,0,4.94002,3.0,1.00001,0.0
5,0,4.96002,3.0,1.00001,0.0
5,0,4.98002,3.0,1.0,0.0
5,0,5.00002,3.0,1.0,0.0
5,3,0.0,4.0,-0.09589,1.0
5,3,0.02,4.0,0.11439,0.97138
5,3,0.04,4.0,0.22142,0.94197
5,3,0.06,4.0,0.32131,0.91173
5,3,0.08,4.0,0.41429,0.88079
5,3,0.1,4.0,0.50058,0.84928
5,3,0.12,4.0,0.58043,0.81731
5,3,0.14,4.0,0.65407,0.78501
5,3,0.16,4.0,0.72177,0.75249
5,3,0.18,4.0,0.78376,0.71988
5,3,0.2,4.0,0.84032,0.68728
5,3,0.22,4.0,0.89169,0.65481
5,3,0.24,4.0,0.93813,0.62257
5,3,0.26,4.0,0.97992,0.59066
5,3,0.28,4.0,1.0173,0.55917
5,3,0.3,4.0,1.05052,0.52821
5,3,0.32,4.0,1.07986,0.49786
5,3,0.34,4.0,1.10555,0.4682
5,3,0.36,4.0,1.12784,0.43931
5,3,0.38,4.0,1.14696,0.41125
5,3,0.4,4.0,1.16317,0.38408
5,3,0.42,4.0,1.17667,0.35787
5,3,0.44,4.0,1.18769,0.33266
5,3,0.46,4.0,1.19644,0.30848
5,3,0.48,4.0,1.20312,0.28537
5,3,0.5,4.0,1.20793,0.26335
5,3,0.52,4.0,1.21105,0.24244
5,3,0.54,4.0,1.21265,0.22263
5,3,0.56,4.0,1.2129,0.20394
5,3,0.58,4.0,1.21196,0.18635
5,3,0.6,4.0,1.20997,0.16986
5,3,0.62,4.0,1.20706,0.15444
5,3,0.64,4.0,1.20336,0.14006
5,3,0.66,4.0,1.19898,0.12671
5,3,0.68,4.0,1.19404,0.11434
5,3,0.7,4.0,1.18864,0.10292
5,3,0.72,4.0,1.18285,0.09241
5,3,0.74,4.0,1.17677,0.08276
5,3,0.76,4.0,1.17046,0.07394
5,3,0.78,4.0,1.164,0.06589
5,3,0.8,4.0,1.15743,0.05857
5,3,0.82,4.0,1.15082,0.05193
5,3,0.84,4.0,1.14421,0.04593
5,3,0.86,4.0,1.13764,0.04052
5,3,0.88,4.0,1.13113,0.03566
5,3,0.9,4.0,1.12474,0.03131
5,3,0.92,4.0,1.11847,0.02742
5,3,0.94,4.0,1.11235,0.02396
5,3,0.96,4.0,1.10639,0.02088
5,3,0.98,4.0,1.10062,0.01815
5,3,1.0,4.0,1.09504,0.01574
5,3,1.02,4.0,1.08966,0.01362
5,3,1.04,4.0,1.08448,0.01175
5,3,1.06,4.0,1.07952,0.01012
5,3,1.08,4.0,1.07476,0.00869
5,3,1.1,4.0,1.07022,0.00745
5,3,1.12,4.0,1.06588,0.00637
5,3,1.14,4.0,1.06176,0.00543
5,3,1.16,4.0,1.05783,0.00462
5,3,1.18,4.0,1.05411,0.00392
5,3,1.2,4.0,1.05059,0.00332
5,3,1.22,4.0,1.04725,0.00281
5,3,1.24,4.0,1.04409,0.00237
5,3,1.26,4.0,1.04112,0.00199
5,3,1.28,4.0,1.03831,0.00167
5,3,1.3,4.0,1.03567,0.0014
5,3,1.32,4.0,1.03318,0.00117
5,3,1.34,4.0,1.03085,0.00097
5,3,1.36,4.0,1.02865,0.00081
5,3,1.38,4.0,1.0266,0.00067
5,3,1.4,4.0,1.02467,0.00056
5,3,1.42,4.0,1.02287,0.00046
5,3,1.44,4.0,1.02119,0.00038
5,3,1.46,4.0,1.01961,0.00031
5,3,1.48,4.0,1.01814,0.00026
5,3,1.5,4.0,1.01677,0.00021
5,3,1.52,4.0,1.0155,0.00017
5,3,1.54,4.0,1.01431,0.00014
5,3,1.56,4.0,1.0132,0.00011
5,3,1.58,4.0,1.01217,9e-05
5,3,1.6,4.0,1.01122,7e-05
5,3,1.62,4.0,1.01033,6e-05
5,3,1.64,4.0,1.00951,5e-05
5,3,1.66,4.0,1.00874,4e-05
5,3,1.68,4.0,1.00804,3e-05
5,3,1.7,4.0,1.00738,3e-05
5,3,1.72,4.0,1.00678,2e-05
5,3,1.74,4.0,1.00622,2e-05
5,3,1.76,4.0,1.0057,1e-05
5,3,1.78,4.0,1.00522,1e-05
5,3,1.8,4.0,1.00478,1e-05
5,3,1.82,4.0,1.00438,1e-05
5,3,1.84,4.0,1.004,1e-05
5,3,1.86,4.0,1.00366,0.0
5,3,1.88,4.0,1.00334,0.0
5,3,1.9,4.0,1.00305,0.0
5,3,1.92,4.0,1.00278,0.0
5,3,1.94,4.0,1.00253,0.0
5,3,1.96,4.0,1.0023,0.0
5,3,1.98,4.0,1.0021,0.0
5,3,2.0,4.0,1.00191,0.0
5,3,2.02,4.0,1.00173,0.0
5,3,2.04,4.0,1.00157,0.0
5,3,2.06,4.0,1.00143,0.0
5,3,2.08,4.0,1.0013,0.0
5,3,2.1,4.0,1.00118,0.0
5,3,2.12,4.0,1.00107,0.0
5,3,2.14,4.0,1.00097,0.0
5,3,2.16,4.0,1.00088,0.0
5,3,2.18,4.0,1.00079,0.0
5,3,2.2,4.0,1.00072,0.0
5,3,2.22,4.0,1.00065,0.0
5,3,2.24,4.0,1.00059,0.0
5,3,2.26,4.0,1.00053,0.0
5,3,2.28,4.0,1.00048,0.0
5,3,2.3,4.0,1.00043,0.0
5,3,2.32,4.0,1.00038,0.0
5,3,2.34,4.0,1.00035,0.0
5,3,2.36,4.0,1.00031,0.0
5,3,2.38,4.0,1.00028,0.0
5,3,2.4,4.0,1.00025,0.0
5,3,2.42,4.0,1.00022,0.0
5,3,2.44,4.0,1.0002,0.0
5,3,2.46,4.0,1.00018,0.0
5,3,2.48,4.0,1.00016,0.0
5,3,2.5,4.0,1.00014,0.0
5,3,2.52,4.0,1.00012,0.0
5,3,2.54,4.0,1.00011,0.0
5,3,2.56,4.0,1.00009,0.0
5,3,2.58,4.0,1.00008,0.0
5,3,2.6,4.0,1.00007,0.0
5,3,2.62,4.0,1.00006,0.0
5,3,2.64,4.0,1.00006,0.0
5,3,2.66,4.0,1.00005,0.0
5,3,2.68,4.0,1.00004,0.0
5,3,2.7,4.0,1.00004,0.0
5,3,2.72,4.0,1.00003,0.0
5,3,2.74,4.0,1.00003,0.0
5,3,2.76,4.0,1.00002,0.0
5,3,2.78,4.0,1.00002,0.0
5,3,2.8,4.0,1.00002,0.0
5,3,2.82,4.0,1.00001,0.0
5,3,2.84,4.0,1.00001,0.0
5,3,2.86,4.0,1.00001,0.0
5,3,2.88,4.0,1.00001,0.0
5,3,2.9,4.0,1.00001,0.0
5,3,2.92,4.0,1.00001,0.0
5,3,2.94,4.0,1.0,0.0
5,3,2.96,4.0,1.0,0.0
5,3,2.98,4.0,1.0,0.0
5,3,3.0,4.0,1.0,0.0
5,3,3.02,4.0,1.0,0.0
5,3,3.04,4.0,1.0,0.0
5,3,3.06,4.0,1.0,0.0
5,3,3.08,4.0,1.0,0.0
5,3,3.1,4.0,0.99999,0.0
5,3,3.12,4.0,0.99999,0.0
5,3,3.14,4.0,0.99999,0.0
5,3,3.16,4.0,0.99999,0.0
5,3,3.18,4.0,0.99999,0.0
5,3,3.2,4.0,0.99999,0.0
5,3,3.22,4.0,0.99999,0.0
5,3,3.24,4.0,0.99999,0.0
5,3,3.26,4.0,0.99999,0.0
5,3,3.28,4.0,0.99999,0.0
5,3,3.3,4.0,0.99999,0.0
5,3,3.32,4.0,0.99999,0.0
5,3,3.34,4.0,0.99999,0.0
5,3,3.36,4.0,0.99999,0.0
5,3,3.38,4.0,0.99999,0.0
5,3,3.4,4.0,0.99999,0.0
5,3,3.42,4.0,0.99999,0.0
5,3,3.44,4.0,0.99999,0.0
5,3,3.46,4.0,0.99999,0.0
5,3,3.48,4.0,0.99999,0.0
5,3,3.5,4.0,0.99999,0.0
5,3,3.52,4.0,0.99999,0.0
5,3,3.54,4.0,0.99999,0.0
5,3,3.56,4.0,0.99999,0.0
5,3,3.58,4.0,0.99999,0.0
5,3,3.6,4.0,0.99999,0.0
5,3,3.62,4.0,0.99999,0.0
5,3,3.64,4.0,0.99999,0.0
5,3,3.66,4.0,0.99999,0.0
5,3,3.68,4.0,0.99999,0.0
5,3,3.7,4.0,0.99999,0.0
5,3,3.72,4.0,0.99999,0.0
5,3,3.74,4.0,0.99999,0.0
5,3,3.76,4.0,0.99999,0.0
5,3,3.78,4.0,0.99999,0.0
5,3,3.8,4.0,0.99999,0.0
5,3,3.82,4.0,0.99999,0.0
5,3,3.84,4.0,0.99999,0.0
5,3,3.86,4.0,0.99999,0.0
5,3,3.88,4.0,0.99999,0.0
5,3,3.9,4.0,0.99999,0.0
5,3,3.92,4.0,0.99999,0.0
5,3,3.94,4.0,0.99999,0.0
5,3,3.96,4.0,0.99999,0.0
5,3,3.98,4.0,0.99999,0.0
5,3,4.0,4.0,0.99999,0.0
5,3,4.02,4.0,0.99999,0.0
5,3,4.04,4.0,0.99999,0.0
5,3,4.06,4.0,0.99999,0.0
5,3,4.08,4.0,0.99999,0.0
5,3,4.1,4.0,0.99999,0.0
5,3,4.12,4.0,0.99999,0.0
5,3,4.14,4.0,0.99999,0.0
5,3,4.16,4.0,0.99999,0.0
5,3,4.18,4.0,0.99999,0.0
5,3,4.2,4.0,0.99999,0.0
5,3,4.22,4.0,0.99999,0.0
5,3,4.24,4.0,0.99999,0.0
5,3,4.26,4.0,0.99999,0.0
5,3,4.28,4.0,0.99999,0.0
5,3,4.3,4.0,0.99999,0.0
5,3,4.32,4.0,0.99999,0.0
5,3,4.34,4.0,0.99999,0.0
5,3,4.36,4.0,0.99999,0.0
5,3,4.38001,4.0,1.0,0.0
5,3,4.40001,4.0,1.0,0.0
5,3,4.42001,4.0,1.0,0.0
5,3,4.44001,4.0,1.0,0.0
5,3,4.46001,4.0,1.0,0.0
5,3,4.48001,4.0,1.0,0.0
5,3,4.50001,4.0,1.0,0.0
5,3,4.52001,4.0,1.0,0.0
5,3,4.54001,4.0,1.0,0.0
5,3,4.56001,4.0,1.0,0.0
5,3,4.58001,4.0,1.0,0.0
5,3,4.60001,4.0,1.0,0.0
5,3,4.62001,4.0,1.0,0.0
5,3,4.64001,4.0,0.99999,0.0
5,3,4.66001,4.0,0.99999,0.0
5,3,4.68001,4.0,0.99999,0.0
5,3,4.70001,4.0,0.99999,0.0
5,3,4.72001,4.0,0.99999,0.0
5,3,4.74001,4.0,0.99999,0.0
5,3,4.76001,4.0,0.99999,0.0
5,3,4.78001,4.0,0.99999,0.0
5,3,4.80001,4.0,0.99999,0.0
5,3,4.82002,4.0,0.99999,0.0
5,3,4.84002,4.0,0.99999,0.0
5,3,4.86002,4.0,0.99999,0.0
5,3,4.88002,4.0,0.99999,0.0
5,3,4.90002,4.0,1.0,0.0
5,3,4.92002,4.0,1.0,0.0
5,3,4.94002,4.0,1.0,0.0
5,3,4.96002,4.0,1.0,0.0
5,3,4.98002,4.0,1.0,0.0
5,3,5.00002,4.0,1.0,0.0
10,0,0.0,5.0,-0.09589,1.0
10,0,0.02,5.0,0.12191,0.99384
10,0,0.04,5.0,0.2363,0.98306
10,0,0.06,5.0,0.34326,0.96745
10,0,0.08,5.0,0.44291,0.94763
10,0,0.1,5.0,0.5354,0.92421
10,0,0.12,5.0,0.62092,0.89774
10,0,0.14,5.0,0.69967,0.86873
10,0,0.16,5.0,0.77188,0.83767
10,0,0.18,5.0,0.83781,0.80498
10,0,0.2,5.0,0.8977,0.77106
10,0,0.22,5.0,0.95184,0.73629
10,0,0.24,5.0,1.00051,0.70098
10,0,0.26,5.0,1.04398,0.66543
10,0,0.28,5.0,1.08256,0.62991
10,0,0.3,5.0,1.11654,0.59465
10,0,0.32,5.0,1.1462,0.55986
10,0,0.34,5.0,1.17183,0.52572
10,0,0.36,5.0,1.19371,0.49238
10,0,0.38,5.0,1.21213,0.45998
10,0,0.4,5.0,1.22735,0.42863
10,0,0.42,5.0,1.23963,0.39842
10,0,0.44,5.0,1.24923,0.36942
10,0,0.46,5.0,1.25639,0.34168
10,0,0.48,5.0,1.26134,0.31525
10,0,0.5,5.0,1.26429,0.29016
10,0,0.52,5.0,1.26547,0.26641
10,0,0.54,5.0,1.26506,0.24401
10,0,0.56,5.0,1.26325,0.22295
10,0,0.58,5.0,1.26022,0.20322
10,0,0.6,5.0,1.25613,0.18478
10,0,0.62,5.0,1.25112,0.1676
10,0,0.64,5.0,1.24533,0.15166
10,0,0.66,5.0,1.2389,0.1369
10,0,0.68,5.0,1.23194,0.12327
10,0,0.7,5.0,1.22455,0.11074
10,0,0.72,5.0,1.21683,0.09923
10,0,0.74,5.0,1.20887,0.08871
10,0,0.76,5.0,1.20074,0.07911
10,0,0.78,5.0,1.19252,0.07038
10,0,0.8,5.0,1.18426,0.06246
10,0,0.82,5.0,1.17603,0.0553
10,0,0.84,5.0,1.16786,0.04884
10,0,0.86,5.0,1.1598,0.04304
10,0,0.88,5.0,1.15188,0.03783
10,0,0.9,5.0,1.14413,0.03317
10,0,0.92,5.0,1.13658,0.02902
10,0,0.94,5.0,1.12924,0.02533
10,0,0.96,5.0,1.12214,0.02206
10,0,0.98,5.0,1.11528,0.01916
10,0,1.0,5.0,1.10867,0.0166
10,0,1.02,5.0,1.10232,0.01436
10,0,1.04,5.0,1.09623,0.01239
10,0,1.06,5.0,1.09041,0.01066
10,0,1.08,5.0,1.08485,0.00915
10,0,1.1,5.0,1.07956,0.00784
10,0,1.12,5.0,1.07452,0.0067
10,0,1.14,5.0,1.06973,0.00572
10,0,1.16,5.0,1.06519,0.00487
10,0,1.18,5.0,1.0609,0.00413
10,0,1.2,5.0,1.05684,0.0035
10,0,1.22,5.0,1.053,0.00296
10,0,1.24,5.0,1.04938,0.0025
10,0,1.26,5.0,1.04598,0.0021
10,0,1.28,5.0,1.04277,0.00177
10,0,1.3,5.0,1.03976,0.00148
10,0,1.32,5.0,1.03693,0.00124
10,0,1.34,5.0,1.03428,0.00103
10,0,1.36,5.0,1.03179,0.00086
10,0,1.38,5.0,1.02947,0.00072
10,0,1.4,5.0,1.0273,0.00059
10,0,1.42,5.0,1.02526,0.00049
10,0,1.44,5.0,1.02337,0.00041
10,0,1.46,5.0,1.0216,0.00034
10,0,1.48,5.0,1.01995,0.00028
10,0,1.5,5.0,1.01842,0.00023
10,0,1.52,5.0,1.01699,0.00019
10,0,1.54,5.0,1.01567,0.00015
10,0,1.56,5.0,1.01443,0.00013
10,0,1.58,5.0,1.01329,0.0001
10,0,1.6,5.0,1.01223,8e-05
10,0,1.62,5.0,1.01125,7e-05
10,0,1.64,5.0,1.01034,5e-05
10,0,1.66,5.0,1.00949,4e-05
10,0,1.68,5.0,1.00871,4e-05
10,0,1.7,5.0,1.00799,3e-05
10,0,1.72,5.0,1.00733,2e-05
10,0,1.74,5.0,1.00672,2e-05
10,0,1.76,5.0,1.00615,2e-05
10,0,1.78,5.0,1.00563,1e-05
10,0,1.8,5.0,1.00515,1e-05
10,0,1.82,5.0,1.00471,1e-05
10,0,1.84,5.0,1.0043,1e-05
10,0,1.86,5.0,1.00392,1e-05
10,0,1.88,5.0,1.00358,0.0
10,0,1.9,5.0,1.00326,0.0
10,0,1.92,5.0,1.00297,0.0
10,0,1.94,5.0,1.00271,0.0
10,0,1.96,5.0,1.00246,0.0
10,0,1.98,5.0,1.00224,0.0
10,0,2.0,5.0,1.00204,0.0
10,0,2.02,5.0,1.00185,0.0
10,0,2.04,5.0,1.00168,0.0
10,0,2.06,5.0,1.00152,0.0
10,0,2.08,5.0,1.00138,0.0
10,0,2.1,5.0,1.00125,0.0
10,0,2.12,5.0,1.00113,0.0
10,0,2.14,5.0,1.00102,0.0
10,0,2.16,5.0,1.00093,0.0
10,0,2.18,5.0,1.00084,0.0
10,0,2.2,5.0,1.00075,0.0
10,0,2.22,5.0,1.00068,0.0
10,0,2.24,5.0,1.00061,0.0
10,0,2.26,5.0,1.00055,0.0
10,0,2.28,5.0,1.0005,0.0
10,0,2.3,5.0,1.00045,0.0
10,0,2.32,5.0,1.0004,0.0
10,0,2.34,5.0,1.00036,0.0
10,0,2.36,5.0,1.00032,0.0
10,0,2.38,5.0,1.00029,0.0
10,0,2.4,5.0,1.00026,0.0
10,0,2.42,5.0,1.00023,0.0
10,0,2.44,5.0,1.00021,0.0
10,0,2.46,5.0,1.00019,0.0
10,0,2.48,5.0,1.00017,0.0
10,0,2.5,5.0,1.00015,0.0
10,0,2.52,5.0,1.00013,0.0
10,0,2.54,5.0,1.00012,0.0
10,0,2.56,5.0,1.00011,0.0
10,0,2.58,5.0,1.00009,0.0
10,0,2.6,5.0,1.00008,0.0
10,0,2.62,5.0,1.00007,0.0
10,0,2.64,5.0,1.00007,0.0
10,0,2.66,5.0,1.00006,0.0
10,0,2.68,5.0,1.00005,0.0
10,0,2.7,5.0,1.00004,0.0
10,0,2.72,5.0,1.00004,0.0
10,0,2.74,5.0,1.00003,0.0
10,0,2.76,5.0,1.00003,0.0
10,0,2.78,5.0,1.00003,0.0
10,0,2.8,5.0,1.00002,0.0
10,0,2.82,5.0,1.00002,0.0
10,0,2.84,5.0,1.00002,0.0
10,0,2.86,5.0,1.00001,0.0
10,0,2.88,5.0,1.00001,0.0
10,0,2.9,5.0,1.00001,0.0
10,0,2.92,5.0,1.00001,0.0
10,0,2.94,5.0,1.00001,0.0
10,0,2.96,5.0,1.00001,0.0
10,0,2.98,5.0,1.0,0.0
10,0,3.0,5.0,1.0,0.0
10,0,3.02,5.0,1.0,0.0
10,0,3.04,5.0,1.0,0.0
10,0,3.06,5.0,1.0,0.0
10,0,3.08,5.0,1.0,0.0
10,0,3.1,5.0,1.0,0.0
10,0,3.12,5.0,1.0,0.0
10,0,3.14,5.0,1.0,0.0
10,0,3.16,5.0,1.0,0.0
10,0,3.18,5.0,1.0,0.0
10,0,3.2,5.0,1.0,0.0
10,0,3.22,5.0,0.99999,0.0
10,0,3.24,5.0,0.99999,0.0
10,0,3.26,5.0,0.99999,0.0
10,0,3.28,5.0,0.99999,0.0
10,0,3.3,5.0,0.99999,0.0
10,0,3.32,5.0,0.99999,0.0
10,0,3.34,5.0,1.0,0.0
10,0,3.36,5.0,1.0,0.0
10,0,3.38,5.0,1.0,0.0
10,0,3.4,5.0,1.0,0.0
10,0,3.42,5.0,1.0,0.0
10,0,3.44,5.0,1.0,0.0
10,0,3.46,5.0,1.0,0.0
10,0,3.48,5.0,1.0,0.0
10,0,3.5,5.0,1.0,0.0
10,0,3.52,5.0,1.0,0.0
10,0,3.54,5.0,1.0,0.0
10,0,3.56,5.0,1.0,0.0
10,0,3.58,5.0,1.0,0.0
10,0,3.6,5.0,1.0,0.0
10,0,3.62,5.0,1.0,0.0
10,0,3.64,5.0,1.0,0.0
10,0,3.66,5.0,1.0,0.0
10,0,3.68,5.0,1.0,0.0
10,0,3.7,5.0,1.0,0.0
10,0,3.72,5.0,1.0,0.0
10,0,3.74,5.0,1.0,0.0
10,0,3.76,5.0,1.0,0.0
10,0,3.78,5.0,1.0,0.0
10,0,3.8,5.0,1.0,0.0
10,0,3.82,5.0,1.0,0.0
10,0,3.84,5.0,1.0,0.0
10,0,3.86,5.0,1.0,0.0
10,0,3.88,5.0,1.0,0.0
10,0,3.9,5.0,1.0,0.0
10,0,3.92,5.0,1.0,0.0
10,0,3.94,5.0,1.0,0.0
10,0,3.96,5.0,1.0,0.0
10,0,3.98,5.0,1.0,0.0
10,0,4.0,5.0,0.99999,0.0
10,0,4.02,5.0,0.99999,0.0
10,0,4.04,5.0,0.99999,0.0
10,0,4.06,5.0,0.99999,0.0
10,0,4.08,5.0,0.99999,0.0
10,0,4.1,5.0,1.0,0.0
10,0,4.12,5.0,0.99999,0.0
10,0,4.14,5.0,0.99999,0.0
10,0,4.16,5.0,0.99999,0.0
10,0,4.18,5.0,0.99999,0.0
10,0,4.2,5.0,0.99999,0.0
10,0,4.22,5.0,0.99999,0.0
10,0,4.24,5.0,0.99999,0.0
10,0,4.26,5.0,0.99999,0.0
10,0,4.28,5.0,0.99999,0.0
10,0,4.3,5.0,0.99999,0.0
10,0,4.32,5.0,1.0,0.0
10,0,4.34,5.0,1.0,0.0
10,0,4.36,5.0,1.0,0.0
10,0,4.38001,5.0,1.0,0.0
10,0,4.40001,5.0,1.0,0.0
10,0,4.42001,5.0,1.0,0.0
10,0,4.44001,5.0,1.0,0.0
10,0,4.46001,5.0,1.0,0.0
10,0,4.48001,5.0,1.0,0.0
10,0,4.50001,5.0,1.0,0.0
10,0,4.52001,5.0,1.0,0.0
10,0,4.54001,5.0,1.0,0.0
10,0,4.56001,5.0,1.0,0.0
10,0,4.58001,5.0,1.0,0.0
10,0,4.60001,5.0,1.0,0.0
10,0,4.62001,5.0,1.0,0.0
10,0,4.64001,5.0,1.0,0.0
10,0,4.66001,5.0,1.0,0.0
10,0,4.68001,5.0,0.99999,0.0
10,0,4.70001,5.0,0.99999,0.0
10,0,4.72001,5.0,0.99999,0.0
10,0,4.74001,5.0,0.99999,0.0
10,0,4.76001,5.0,0.99999,0.0
10,0,4.78001,5.0,0.99999,0.0
10,0,4.80001,5.0,0.99999,0.0
10,0,4.82002,5.0,0.99999,0.0
10,0,4.84002,5.0,0.99999,0.0
10,0,4.86002,5.0,0.99999,0.0
10,0,4.88002,5.0,0.99999,0.0
10,0,4.90002,5.0,0.99999,0.0
10,0,4.92002,5.0,0.99999,0.0
10,0,4.94002,5.0,1.0,0.0
10,0,4.96002,5.0,1.0,0.0
10,0,4.98002,5.0,1.0,0.0
10,0,5.00002,5.0,1.0,0.0
10,3,0.0,6.0,-0.09589,1.0
10,3,0.02,6.0,0.13126,1.02335
10,3,0.04,6.0,0.25479,1.03677
10,3,0.06,6.0,0.37051,1.03999
10,3,0.08,6.0,0.47841,1.03431
10,3,0.1,6.0,0.57853,1.02096
10,3,0.12,6.0,0.671,1.00109
10,3,0.14,6.0,0.75598,0.97576
10,3,0.16,6.0,0.83367,0.94595
10,3,0.18,6.0,0.90432,0.91253
10,3,0.2,6.0,0.9682,0.87633
10,3,0.22,6.0,1.02561,0.83804
10,3,0.24,6.0,1.07686,0.79832
10,3,0.26,6.0,1.12227,0.75772
10,3,0.28,6.0,1.16219,0.71672
10,3,0.3,6.0,1.19695,0.67576
10,3,0.32,6.0,1.22688,0.63519
10,3,0.34,6.0,1.25233,0.59531
10,3,0.36,6.0,1.27363,0.55637
10,3,0.38,6.0,1.29109,0.51857
