k,rmse_F,rmse_G
1.0,0.0018652969255267002,0.004379316214504866
2.0,0.002260920859285343,0.0020528994962595946
3.0,0.002001924742886462,0.0051231569369281004
4.0,0.004059853315072148,0.004502842332993018
5.0,0.0041963070882211,0.002209382338500908
6.0,0.004025563347761528,0.0034417624312172326
