ETA,Cf
2.14,25.34449
2.15,27.55196
2.16,28.7855
2.17,28.97337
2.18,28.09285
2.19,26.17476
2.2,23.30558
2.21,19.62725
2.22,15.33253
2.23,10.65418
2.24,5.84543
2.25,1.1562
2.26,-3.1857
2.27,-6.98167
2.28,-10.0619
2.29,-12.28555
2.3,-13.54428
2.31,-13.76934
2.32,-12.93847
2.33,-11.08163
2.34,-8.28348
2.35,-4.68212
2.36,-0.46413
2.37,4.14416
2.38,8.88857
2.39,13.50196
2.4,17.72087
2.41,21.30365
2.42,24.04836
2.43,25.80862
2.44,26.50336
2.45,26.11484
2.46,24.67521
2.47,22.25322
2.48,18.95375
2.49,14.92793
2.5,10.37982
2.51,5.56219
2.52,0.76233
2.53,-3.71909
2.54,-7.59021
2.55,-10.59137
2.56,-12.51468
2.57,-13.22056
2.58,-12.64853
2.59,-10.82227
2.6,-7.8479
2.61,-3.90532
2.62,0.7666
2.63,5.88874
2.64,11.15697
2.65,16.24837
2.66,20.82013
2.67,24.52311
2.68,27.03953
2.69,28.12859
2.7,27.66073
2.71,25.63318
2.72,22.1704
2.73,17.51283
2.74,11.9971
2.75,6.02966
2.76,0.05679
2.77,-5.4687
2.78,-10.11953
2.79,-13.52398
2.8,-15.39072
2.81,-15.5276
2.82,-13.858
2.83,-10.44233
2.84,-5.50529
2.85,0.55763
2.86,7.21859
2.87,13.88537
2.88,19.96875
2.89,24.93725
2.9,28.35882
2.91,29.93247
2.92,29.51118
2.93,27.11383
2.94,22.92635
2.95,17.29061
2.96,10.6826
2.97,3.67974
2.98,-3.07919
2.99,-8.945
3.0,-13.3256
3.01,-15.77318
3.02,-16.05836
3.03,-14.18825
3.04,-10.37678
3.05,-5.00409
3.06,1.42228
3.07,8.3064
3.08,15.00985
3.09,20.90355
3.1,25.42347
3.11,28.1258
3.12,28.73462
3.13,27.17908
3.14,23.61391
3.15,18.41803
3.16,12.157
3.17,5.49849
3.18,-0.89516
3.19,-6.43403
3.2,-10.62349
3.21,-13.08197
3.22,-13.57261
3.23,-12.03602
3.24,-8.61072
3.25,-3.63145
3.26,2.39668
3.27,8.84816
3.28,15.04526
3.29,20.33874
3.3,24.19022
3.31,26.23853
3.32,26.32133
3.33,24.44451
3.34,20.75727
3.35,15.57209
3.36,9.38108
3.37,2.82598
3.38,-3.37335
3.39,-8.51112
3.4,-11.98699
3.41,-13.38415
3.42,-12.52188
3.43,-9.47591
3.44,-4.56377
3.45,1.70203
3.46,8.67398
3.47,15.60965
3.48,21.69589
3.49,26.13214
3.5,28.27903
3.51,27.78762
3.52,24.6611
3.53,19.25286
3.54,12.2151
3.55,4.41353
3.56,-3.18125
3.57,-9.61006
3.58,-14.03575
3.59,-15.83561
3.6,-14.6757
3.61,-10.58878
3.62,-4.04886
3.63,4.0543
3.64,12.57749
3.65,20.32828
3.66,26.23929
3.67,29.50192
3.68,29.66356
3.69,26.68287
3.7,20.93945
3.71,13.19598
3.72,4.51601
3.73,-3.85717
3.74,-10.66781
3.75,-14.87714
3.76,-15.88828
3.77,-13.62756
3.78,-8.48871
3.79,-1.23944
3.8,7.0822
3.81,15.29457
3.82,22.22295
3.83,26.86147
3.84,28.52442
3.85,26.96683
3.86,22.45011
3.87,15.72116
3.88,7.85872
3.89,0.02781
3.9,-6.69402
3.91,-11.39846
3.92,-13.42992
3.93,-12.48682
3.94,-8.6922
3.95,-2.60157
3.96,4.86715
3.97,12.5738
3.98,19.34845
3.99,24.19884
4.0,26.46767
4.01,25.86252
