ETA,Cf
2.64,7.93648
2.65,12.85677
2.66,17.51597
2.67,21.47057
2.68,24.28744
2.69,25.66208
2.7,25.43719
2.71,23.60102
2.72,20.27794
2.73,15.71186
2.74,10.24338
2.75,4.28183
2.76,-1.72588
2.77,-7.32902
2.78,-12.10562
2.79,-15.69229
2.8,-17.80734
2.81,-18.26051
2.82,-16.93776
2.83,-13.75875
2.84,-8.79245
2.85,-2.49777
2.86,4.46441
2.87,11.4231
2.88,17.75489
2.89,22.91714
2.9,26.47707
2.91,28.13707
2.92,27.7538
2.93,25.34842
2.94,21.10629
2.95,15.36547
2.96,8.59427
2.97,1.35985
2.98,-5.70492
2.99,-11.92458
3.0,-16.57841
3.01,-19.03388
3.02,-19.09886
3.03,-16.92556
3.04,-12.81813
3.05,-7.19529
3.06,-0.57699
3.07,6.44017
3.08,13.22106
3.09,19.14013
3.1,23.63467
3.11,26.25861
3.12,26.72963
3.13,24.96642
3.14,21.11403
3.15,15.56373
3.16,8.98375
3.17,2.25167
3.18,-3.95193
3.19,-9.19058
3.2,-13.07757
3.21,-15.2786
3.22,-15.57252
3.23,-13.90183
3.24,-10.40208
3.25,-5.4049
3.26,0.58517
3.27,6.93914
3.28,12.97072
3.29,18.01859
3.3,21.54014
3.31,23.22487
3.32,23.10305
3.33,21.32546
3.34,17.91431
3.35,13.03895
3.36,7.12256
3.37,0.78199
3.38,-5.26829
3.39,-10.32059
3.4,-13.77186
3.41,-15.20493
3.42,-14.44318
3.43,-11.57182
3.44,-6.92112
3.45,-1.00284
3.46,5.61633
3.47,12.42503
3.48,18.68185
3.49,23.41847
3.5,25.86889
3.51,25.63089
3.52,22.69111
3.53,17.40113
3.54,10.41589
3.55,2.60259
3.56,-5.07066
3.57,-11.653
3.58,-16.32037
3.59,-18.45514
3.6,-17.66169
3.61,-13.74649
3.62,-7.06133
3.63,1.33969
3.64,10.1706
3.65,18.17824
3.66,24.27643
3.67,27.65425
3.68,27.86125
3.69,24.85691
3.7,19.01687
3.71,11.09357
3.72,2.13721
3.73,-6.60058
3.74,-13.73993
3.75,-17.98535
3.76,-18.76086
3.77,-16.18293
3.78,-10.75337
3.79,-3.27941
3.8,5.19154
3.81,13.47853
3.82,20.4084
3.83,24.97264
3.84,26.47626
3.85,24.65983
3.86,19.78471
3.87,12.70039
3.88,4.7558
3.89,-2.85872
3.9,-9.26368
3.91,-13.67244
3.92,-15.47477
3.93,-14.38072
3.94,-10.51356
3.95,-4.42794
3.96,2.95453
3.97,10.48273
3.98,16.97169
3.99,21.4432
4.0,23.40552
4.01,22.82931
