ETA,Cf
2.37,2.67928
2.38,7.36681
2.39,11.89482
2.4,15.9958
2.41,19.42347
2.42,21.97322
2.43,23.50531
2.44,23.97071
2.45,23.42403
2.46,21.96984
2.47,19.67108
2.48,16.5708
2.49,12.76356
2.5,8.41967
2.51,3.77585
2.52,-0.88638
2.53,-5.26631
2.54,-9.07008
2.55,-12.0353
2.56,-13.95221
2.57,-14.68055
2.58,-14.16088
2.59,-12.41964
2.6,-9.56737
2.61,-5.78914
2.62,-1.32578
2.63,3.55557
2.64,8.60012
2.65,13.57742
2.66,18.1992
2.67,22.07284
2.68,24.80772
2.69,26.11304
2.7,25.83372
2.71,23.95703
2.72,20.6055
2.73,16.02123
2.74,10.54341
2.75,4.5805
2.76,-1.42076
2.77,-7.00917
2.78,-11.76116
2.79,-15.31051
2.8,-17.37061
2.81,-17.74449
2.82,-16.31863
2.83,-13.0609
2.84,-8.11156
2.85,-1.8928
2.86,4.98657
2.87,11.87421
2.88,18.15035
2.89,23.27156
2.9,26.80326
2.91,28.44594
2.92,28.05502
2.93,25.65086
2.94,21.41893
2.95,15.69835
2.96,8.95991
2.97,1.77517
2.98,-5.21621
2.99,-11.3358
3.0,-15.901
3.01,-18.36023
3.02,-18.4973
3.03,-16.40692
3.04,-12.37108
3.05,-6.80399
3.06,-0.2262
3.07,6.76381
3.08,13.52912
3.09,19.44288
3.1,23.94193
3.11,26.58075
3.12,27.07884
3.13,25.35889
3.14,21.57229
3.15,16.11643
3.16,9.63628
3.17,2.92295
3.18,-3.34464
3.19,-8.66642
3.2,-12.62694
3.21,-14.88548
3.22,-15.22099
3.23,-13.57775
3.24,-10.0931
3.25,-5.09983
3.26,0.89716
3.27,7.26981
3.28,13.33459
3.29,18.43546
3.3,22.03767
3.31,23.82803
3.32,23.76998
3.33,21.95409
3.34,18.46218
3.35,13.50886
3.36,7.52983
3.37,1.14328
3.38,-4.93778
3.39,-10.00752
3.4,-13.46412
3.41,-14.89073
3.42,-14.10962
3.43,-11.20302
3.44,-6.49502
3.45,-0.48937
3.46,6.23531
3.47,13.08056
3.48,19.2796
3.49,23.93368
3.5,26.31098
3.51,26.01676
3.52,23.03758
3.53,17.72327
3.54,10.72706
3.55,2.91545
3.56,-4.74298
3.57,-11.29478
3.58,-15.91045
3.59,-17.96399
3.6,-17.06464
3.61,-13.09798
3.62,-6.46298
3.63,1.85582
3.64,10.61251
3.65,18.56319
3.66,24.6219
3.67,27.97594
3.68,28.17333
3.69,25.17295
3.7,19.35139
3.71,11.46446
3.72,2.56911
3.73,-6.07538
3.74,-13.11588
3.75,-17.35559
3.76,-18.20272
3.77,-15.7059
3.78,-10.34311
3.79,-2.91749
3.8,5.5224
3.81,13.7939
3.82,20.72274
3.83,25.30093
3.84,26.83629
3.85,25.07567
3.86,20.28926
3.87,13.3091
3.88,5.38483
3.89,-2.29658
3.9,-8.78307
3.91,-13.25983
3.92,-15.11151
3.93,-14.0489
3.94,-10.19688
3.95,-4.11105
3.96,3.28778
3.97,10.85202
3.98,17.40427
3.99,21.97397
4.0,24.02815
4.01,23.43656
