ETA,Cf
1.19,-5.55557
1.2,-7.15712
1.21,-8.55152
1.22,-9.71308
1.23,-10.61851
1.24,-11.24765
1.25,-11.584
1.26,-11.61493
1.27,-11.33262
1.28,-10.73393
1.29,-9.82095
1.3,-8.60103
1.31,-7.08706
1.32,-5.2972
1.33,-3.25496
1.34,-0.98868
1.35,1.46858
1.36,4.07933
1.37,6.80241
1.38,9.5929
1.39,12.40267
1.4,15.18064
1.41,17.87313
1.42,20.42444
1.43,22.77814
1.44,24.87831
1.45,26.67156
1.46,28.109
1.47,29.14808
1.48,29.75439
1.49,29.90256
1.5,29.57756
1.51,28.77512
1.52,27.5022
1.53,25.77739
1.54,23.63091
1.55,21.1045
1.56,18.25078
1.57,15.13252
1.58,11.82136
1.59,8.39633
1.6,4.94208
1.61,1.54692
1.62,-1.69958
1.63,-4.70851
1.64,-7.39427
1.65,-9.67673
1.66,-11.48356
1.67,-12.75235
1.68,-13.43269
1.69,-13.48818
1.7,-12.89837
1.71,-11.6608
1.72,-9.79322
1.73,-7.33492
1.74,-4.34811
1.75,-0.91686
1.76,2.85498
1.77,6.84789
1.78,10.93155
1.79,14.96984
1.8,18.826
1.81,22.36689
1.82,25.46748
1.83,28.01511
1.84,29.91341
1.85,31.08598
1.86,31.47997
1.87,31.06828
1.88,29.8519
1.89,27.86056
1.9,25.15311
1.91,21.81636
1.92,17.96334
1.93,13.73024
1.94,9.2729
1.95,4.76171
1.96,0.37605
1.97,-3.70262
1.98,-7.29878
1.99,-10.25233
2.0,-12.428
2.01,-13.72451
2.02,-14.08047
2.03,-13.47749
2.04,-11.93921
2.05,-9.52892
2.06,-6.34613
2.07,-2.52289
2.08,1.78094
2.09,6.38256
2.1,11.08346
2.11,15.6764
2.12,19.9548
2.13,23.72137
2.14,26.79772
2.15,29.03333
2.16,30.3138
2.17,30.56812
2.18,29.77419
2.19,27.96231
2.2,25.21628
2.21,21.67073
2.22,17.50483
2.23,12.93106
2.24,8.18147
2.25,3.49258
2.26,-0.90705
2.27,-4.80548
2.28,-8.01382
2.29,-10.37275
2.3,-11.75968
2.31,-12.09642
2.32,-11.35573
2.33,-9.56558
2.34,-6.81047
2.35,-3.22905
2.36,0.99143
2.37,5.6244
2.38,10.41602
2.39,15.09978
2.4,19.41258
2.41,23.11165
2.42,25.99018
2.43,27.89001
2.44,28.70926
2.45,28.40391
2.46,26.98526
2.47,24.51788
2.48,21.11992
2.49,16.96462
2.5,12.27794
2.51,7.3295
2.52,2.41727
2.53,-2.15225
2.54,-6.0852
2.55,-9.12161
2.56,-11.05396
2.57,-11.74296
2.58,-11.12795
2.59,-9.23199
2.6,-6.16087
2.61,-2.09621
2.62,2.71641
2.63,7.98189
2.64,13.36927
2.65,18.5251
2.66,23.08866
2.67,26.71594
2.68,29.11122
2.69,30.06021
2.7,29.45511
2.71,27.30764
2.72,23.75032
2.73,19.02696
2.74,13.47488
2.75,7.50039
2.76,1.54962
2.77,-3.9242
2.78,-8.49319
2.79,-11.78616
2.8,-13.51612
2.81,-13.50411
2.82,-11.69984
2.83,-8.19913
2.84,-3.25291
2.85,2.74337
2.86,9.28486
2.87,15.80937
2.88,21.75274
2.89,26.60009
2.9,29.92823
2.91,31.44004
2.92,30.98941
2.93,28.59527
2.94,24.44375
2.95,18.8773
2.96,12.3719
2.97,5.50195
2.98,-1.10516
2.99,-6.82616
3.0,-11.10784
3.01,-13.53537
3.02,-13.8832
3.03,-12.13385
3.04,-8.46776
3.05,-3.23709
3.06,3.06858
3.07,9.86273
3.08,16.5106
3.09,22.38411
3.1,26.9196
3.11,29.67374
3.12,30.37127
3.13,28.93981
3.14,25.52576
3.15,20.48497
3.16,14.34235
3.17,7.72424
3.18,1.28102
3.19,-4.37443
3.2,-8.71062
3.21,-11.31428
3.22,-11.92804
3.23,-10.48176
3.24,-7.10956
3.25,-2.14496
3.26,3.9075
3.27,10.42296
3.28,16.72377
3.29,22.15661
3.3,26.16769
3.31,28.36041
3.32,28.5234
3.33,26.63246
3.34,22.84862
3.35,17.52208
3.36,11.18234
3.37,4.49674
3.38,-1.8008
3.39,-6.99815
3.4,-10.49284
3.41,-11.86709
3.42,-10.93921
3.43,-7.78504
3.44,-2.7277
3.45,3.70012
3.46,10.80786
3.47,17.80063
3.48,23.84426
3.49,28.16303
3.5,30.16088
3.51,29.5252
3.52,26.28138
3.53,20.7937
3.54,13.71881
3.55,5.92397
3.56,-1.61917
3.57,-7.95098
3.58,-12.23812
3.59,-13.87499
3.6,-12.56937
3.61,-8.41169
3.62,-1.90549
3.63,6.08215
3.64,14.45462
3.65,22.05913
3.66,27.85255
3.67,31.03809
3.68,31.1678
3.69,28.20227
3.7,22.52222
3.71,14.89014
3.72,6.36228
3.73,-1.84447
3.74,-8.52892
3.75,-12.70911
3.76,-13.7962
3.77,-11.67569
3.78,-6.69195
3.79,0.42185
3.8,8.64621
3.81,16.80745
3.82,23.73387
3.83,28.42123
3.84,30.18456
3.85,28.77379
3.86,24.42747
3.87,17.83844
3.88,10.02107
3.89,2.12376
3.9,-4.73611
3.91,-9.59738
3.92,-11.7665
3.93,-10.92143
3.94,-7.17634
3.95,-1.08323
3.96,6.44178
3.97,14.25862
3.98,21.18917
3.99,26.20957
4.0,28.59754
4.01,28.00144
