ETA,Cf
1.37,0.61266
1.38,3.56721
1.39,6.5033
1.4,9.36325
1.41,12.08879
1.42,14.62231
1.43,16.90815
1.44,18.89392
1.45,20.53176
1.46,21.77962
1.47,22.60263
1.48,22.9741
1.49,22.87655
1.5,22.30268
1.51,21.25586
1.52,19.75064
1.53,17.81293
1.54,15.4798
1.55,12.79921
1.56,9.82917
1.57,6.63679
1.58,3.29698
1.59,-0.10926
1.6,-3.49652
1.61,-6.77728
1.62,-9.86406
1.63,-12.67179
1.64,-15.12031
1.65,-17.13684
1.66,-18.65827
1.67,-19.63345
1.68,-20.02519
1.69,-19.8119
1.7,-18.98888
1.71,-17.56923
1.72,-15.58402
1.73,-13.0823
1.74,-10.1302
1.75,-6.80961
1.76,-3.21622
1.77,0.54295
1.78,4.35261
1.79,8.09245
1.8,11.64124
1.81,14.88037
1.82,17.69827
1.83,19.99436
1.84,21.68302
1.85,22.6969
1.86,22.99024
1.87,22.54117
1.88,21.35355
1.89,19.45751
1.9,16.90966
1.91,13.79181
1.92,10.20888
1.93,6.28592
1.94,2.16399
1.95,-2.00469
1.96,-6.06205
1.97,-9.85034
1.98,-13.21816
1.99,-16.02704
2.0,-18.15713
2.01,-19.51291
2.02,-20.02792
2.03,-19.66863
2.04,-18.43697
2.05,-16.37132
2.06,-13.5463
2.07,-10.07077
2.08,-6.08423
2.09,-1.75197
2.1,2.74187
2.11,7.20132
2.12,11.4273
2.13,15.22662
2.14,18.42082
2.15,20.85519
2.16,22.40655
2.17,22.99029
2.18,22.56555
2.19,21.13859
2.2,18.76408
2.21,15.544
2.22,11.62398
2.23,7.18765
2.24,2.4485
2.25,-2.35992
2.26,-6.99535
2.27,-11.21894
2.28,-14.80785
2.29,-17.56735
2.3,-19.342
2.31,-20.02522
2.32,-19.5664
2.33,-17.97552
2.34,-15.32419
2.35,-11.74376
2.36,-7.41995
2.37,-2.5836
2.38,2.50049
2.39,7.54802
2.4,12.27068
2.41,16.39294
2.42,19.66833
2.43,21.89499
2.44,22.92873
2.45,22.69349
2.46,21.1879
2.47,18.48736
2.48,14.74185
2.49,10.16851
2.5,5.04026
2.51,-0.32984
2.52,-5.60717
2.53,-10.45644
2.54,-14.56299
2.55,-17.65388
2.56,-19.51676
2.57,-20.01551
2.58,-19.10146
2.59,-16.81894
2.6,-13.30472
2.61,-8.78157
2.62,-3.54506
2.63,2.05478
2.64,7.63589
2.65,12.81041
2.66,17.21162
2.67,20.52054
2.68,22.48986
2.69,22.96369
2.7,21.89135
2.71,19.33359
2.72,15.46119
2.73,10.54516
2.74,4.93903
2.75,-0.94561
2.76,-6.66836
2.77,-11.79343
2.78,-15.92274
2.79,-18.72781
2.8,-19.97705
2.81,-19.55636
2.82,-17.48115
2.83,-13.89823
2.84,-9.07735
2.85,-3.39268
2.86,2.70532
2.87,8.72457
2.88,14.17061
2.89,18.58803
2.9,21.59916
2.91,22.93746
2.92,22.47307
2.93,20.22703
2.94,16.37313
2.95,11.22638
2.96,5.21943
2.97,-1.133
2.98,-7.27683
2.99,-12.66751
3.0,-16.81816
3.01,-19.34501
3.02,-20.0043
3.03,-18.71791
3.04,-15.58419
3.05,-10.87308
3.06,-5.00472
3.07,1.48573
3.08,7.99625
3.09,13.91317
3.1,18.66914
3.11,21.79892
3.12,22.986
3.13,22.09713
3.14,19.19923
3.15,14.55711
3.16,8.61199
3.17,1.94148
3.18,-4.79535
3.19,-10.92228
3.2,-15.81444
3.21,-18.96275
3.22,-20.02884
3.23,-18.88378
3.24,-15.626
3.25,-10.57563
3.26,-4.24618
3.27,2.70624
3.28,9.5492
3.29,15.55074
3.3,20.05852
3.31,22.57178
3.32,22.7993
3.33,20.69593
3.34,16.47234
3.35,10.57733
3.36,3.65264
3.37,-3.53515
3.38,-10.17826
3.39,-15.51911
3.4,-18.93733
3.41,-20.02419
3.42,-18.63416
3.43,-14.90704
3.44,-9.25766
3.45,-2.3325
3.46,5.06209
3.47,12.05214
3.48,17.79967
3.49,21.60404
3.5,22.98929
3.51,21.76685
3.52,18.06404
3.53,12.31489
3.54,5.21229
3.55,-2.37285
3.56,-9.49726
3.57,-15.26228
3.58,-18.92862
3.59,-20.0133
3.6,-18.35666
3.61,-14.14899
3.62,-7.91264
3.63,-0.44054
3.64,7.30202
3.65,14.30101
3.66,19.62721
3.67,22.56045
3.68,22.69018
3.69,19.97667
3.7,14.76303
3.71,7.73607
3.72,-0.16114
3.73,-7.85366
3.74,-14.28049
3.75,-18.54201
3.76,-20.02779
3.77,-18.5084
3.78,-14.17416
3.79,-7.61576
3.8,0.25184
3.81,8.3147
3.82,15.41634
3.83,20.52447
3.84,22.8824
3.85,22.12517
3.86,18.33997
3.87,12.06164
3.88,4.20108
3.89,-4.0837
3.9,-11.55603
3.91,-17.08639
3.92,-19.82409
3.93,-19.33233
3.94,-15.66216
3.95,-9.35318
3.96,-1.35844
3.97,7.09548
3.98,14.69521
3.99,20.24493
4.0,22.85658
4.01,22.09562
