ETA,Cf
0.0,1.48108
0.01,1.47039
0.02,1.43806
0.03,1.3843
0.04,1.30905
0.05,1.21224
0.06,1.09394
0.07,0.95414
0.08,0.79288
0.09,0.61008
0.1,0.40594
0.11,0.18038
0.12,-0.06648
0.13,-0.33458
0.14,-0.62382
0.15,-0.93405
0.16,-1.26512
0.17,-1.61676
0.18,-1.98887
0.19,-2.38104
0.2,-2.79296
0.21,-3.22429
0.22,-3.67455
0.23,-4.14315
0.24,-4.62958
0.25,-5.13303
0.26,-5.65287
0.27,-6.18816
0.28,-6.73796
0.29,-7.30115
0.3,-7.87663
0.31,-8.46304
0.32,-9.05896
0.33,-9.6628
0.34,-10.27292
0.35,-10.88748
0.36,-11.50443
0.37,-12.12177
0.38,-12.73708
0.39,-13.348
0.4,-13.95195
0.41,-14.54618
0.42,-15.1278
0.43,-15.69381
0.44,-16.24098
0.45,-16.76604
0.46,-17.26556
0.47,-17.73591
0.48,-18.17352
0.49,-18.5746
0.5,-18.93526
0.51,-19.25168
0.52,-19.51993
0.53,-19.73608
0.54,-19.89614
0.55,-19.99634
0.56,-20.03282
0.57,-20.00188
0.58,-19.90004
0.59,-19.72391
0.6,-19.47033
0.61,-19.13648
0.62,-18.71982
0.63,-18.21813
0.64,-17.62961
0.65,-16.95301
0.66,-16.18747
0.67,-15.33274
0.68,-14.38918
0.69,-13.35776
0.7,-12.24019
0.71,-11.03887
0.72,-9.75702
0.73,-8.39861
0.74,-6.96853
0.75,-5.4725
0.76,-3.91702
0.77,-2.30964
0.78,-0.65866
0.79,1.02665
0.8,2.73622
0.81,4.45922
0.82,6.18392
0.83,7.89788
0.84,9.58819
0.85,11.24116
0.86,12.84275
0.87,14.37857
0.88,15.83401
0.89,17.1943
0.9,18.44485
0.91,19.57125
0.92,20.55958
0.93,21.39643
0.94,22.06926
0.95,22.5665
0.96,22.87789
0.97,22.99442
0.98,22.90885
0.99,22.61576
1.0,22.1117
1.01,21.39543
1.02,20.46811
1.03,19.33333
1.04,17.99737
1.05,16.46924
1.06,14.76066
1.07,12.88622
1.08,10.86317
1.09,8.71155
1.1,6.45398
1.11,4.11549
1.12,1.72334
1.13,-0.6932
1.14,-3.10332
1.15,-5.47476
1.16,-7.77454
1.17,-9.96918
1.18,-12.0254
1.19,-13.91035
1.2,-15.59256
1.21,-17.04218
1.22,-18.2318
1.23,-19.13693
1.24,-19.7366
1.25,-20.01397
1.26,-19.95681
1.27,-19.55797
1.28,-18.81576
1.29,-17.73441
1.3,-16.32416
1.31,-14.60142
1.32,-12.58891
1.33,-10.31552
1.34,-7.81596
1.35,-5.13044
1.36,-2.30435
