ETA,Cf
2.13,18.4462
2.14,21.64077
2.15,24.07556
2.16,25.62739
2.17,26.21164
2.18,25.78745
2.19,24.36106
2.2,21.98711
2.21,18.76749
2.22,14.84784
2.23,10.41172
2.24,5.67263
2.25,0.86403
2.26,-3.77187
2.27,-7.99608
2.28,-11.58576
2.29,-14.34611
2.3,-16.12167
2.31,-16.80575
2.32,-16.34766
2.33,-14.75739
2.34,-12.10648
2.35,-8.5263
2.36,-4.20249
2.37,0.63391
2.38,5.7183
2.39,10.76614
2.4,15.48923
2.41,19.61198
2.42,22.88792
2.43,25.11524
2.44,26.14973
2.45,25.91527
2.46,24.41051
2.47,21.71078
2.48,17.96597
2.49,13.39314
2.5,8.26514
2.51,2.895
2.52,-2.38274
2.53,-7.23267
2.54,-11.34013
2.55,-14.43208
2.56,-16.29608
2.57,-16.79596
2.58,-15.88291
2.59,-13.60116
2.6,-10.08748
2.61,-5.56463
2.62,-0.32818
2.63,5.27177
2.64,10.85322
2.65,16.02824
2.66,20.43012
2.67,23.73979
2.68,25.71001
2.69,26.18493
2.7,25.11367
2.71,22.557
2.72,18.68557
2.73,13.77023
2.74,8.1645
2.75,2.27988
2.76,-3.4433
2.77,-8.56921
2.78,-12.69971
2.79,-15.50611
2.8,-16.75675
2.81,-16.33741
2.82,-14.26335
2.83,-10.68126
2.84,-5.86094
2.85,-0.17649
2.86,5.92163
2.87,11.94124
2.88,17.38785
2.89,21.80611
2.9,24.8183
2.91,26.15785
2.92,25.69487
2.93,23.45024
2.94,19.59762
2.95,14.45191
2.96,8.44558
2.97,2.09325
2.98,-4.05106
2.99,-9.44274
3.0,-13.59482
3.01,-16.12331
3.02,-16.78432
3.03,-15.49949
3.04,-12.36705
3.05,-7.65683
3.06,-1.78902
3.07,4.70132
3.08,11.21209
3.09,17.12963
3.1,21.88658
3.11,25.01767
3.12,26.20632
3.13,25.3192
3.14,22.42297
3.15,17.78235
3.16,11.83828
3.17,5.16831
3.18,-1.56869
3.19,-7.69649
3.2,-12.59009
3.21,-15.74025
3.22,-16.80834
3.23,-15.66519
3.24,-12.40899
3.25,-7.35983
3.26,-1.03106
3.27,5.92121
3.28,12.76449
3.29,18.76686
3.3,23.27592
3.31,25.79081
3.32,26.0203
3.33,23.91899
3.34,19.69735
3.35,13.80387
3.36,6.88007
3.37,-0.30764
3.38,-6.95156
3.39,-12.29395
3.4,-15.71426
3.41,-16.80343
3.42,-15.4156
3.43,-11.69038
3.44,-6.04238
3.45,0.88204
3.46,8.27648
3.47,15.26707
3.48,21.01575
3.49,24.82178
3.5,26.20918
3.51,24.98909
3.52,21.28862
3.53,15.54146
3.54,8.44011
3.55,0.85526
3.56,-6.26983
3.57,-12.03642
3.58,-15.70504
3.59,-16.79235
3.6,-15.13828
3.61,-10.93278
3.62,-4.69805
3.63,2.77326
3.64,10.51582
3.65,17.51556
3.66,22.84328
3.67,25.77866
3.68,25.91103
3.69,23.20031
3.7,17.9892
3.71,10.96402
3.72,3.0676
3.73,-4.62531
3.74,-11.05368
3.75,-15.31757
3.76,-16.80628
3.77,-15.28981
3.78,-10.95807
3.79,-4.40152
3.8,3.46511
3.81,11.52797
3.82,18.63054
3.83,23.74046
3.84,26.10096
3.85,25.34674
3.86,21.56461
3.87,15.2889
3.88,7.43003
3.89,-0.85438
3.9,-8.32778
3.91,-13.86035
3.92,-16.6011
3.93,-16.11268
3.94,-12.44558
3.95,-6.13896
3.96,1.85442
3.97,10.30798
3.98,17.90853
3.99,23.46015
4.0,26.07463
4.01,25.31703
