ETA,Cf
1.6,-0.73629
1.61,-4.09071
1.62,-7.28765
1.63,-10.24027
1.64,-12.86578
1.65,-15.08774
1.66,-16.83858
1.67,-18.06109
1.68,-18.71047
1.69,-18.75544
1.7,-18.17913
1.71,-16.97935
1.72,-15.16938
1.73,-12.77955
1.74,-9.86071
1.75,-6.48828
1.76,-2.76236
1.77,1.19627
1.78,5.25389
1.79,9.27082
1.8,13.10764
1.81,16.62988
1.82,19.71276
1.83,22.24493
1.84,24.13234
1.85,25.30136
1.86,25.70168
1.87,25.30861
1.88,24.12442
1.89,22.17924
1.9,19.53099
1.91,16.26399
1.92,12.48737
1.93,8.33194
1.94,3.94649
1.95,-0.50667
1.96,-4.85646
1.97,-8.92829
1.98,-12.54964
1.99,-15.55681
2.0,-17.80394
2.01,-19.17591
2.02,-19.60153
2.03,-19.0589
2.04,-17.57272
2.05,-15.20842
2.06,-12.06677
2.07,-8.27966
2.08,-4.00566
2.09,0.57484
2.1,5.26633
2.11,9.86462
2.12,14.16564
2.13,17.97352
2.14,21.10978
2.15,23.42188
2.16,24.79117
2.17,25.14006
2.18,24.43765
2.19,22.70352
2.2,20.00982
2.21,16.48134
2.22,12.29259
2.23,7.66105
2.24,2.8325
2.25,-1.94104
2.26,-6.42183
2.27,-10.39516
2.28,-13.67196
2.29,-16.09215
2.3,-17.5312
2.31,-17.90811
2.32,-17.19209
2.33,-15.40765
2.34,-12.63616
2.35,-9.01442
2.36,-4.72956
2.37,-0.01054
2.38,4.88357
2.39,9.67779
2.4,14.09738
2.41,17.8852
2.42,20.81944
2.43,22.73033
2.44,23.51352
2.45,23.13537
2.46,21.6251
2.47,19.06099
2.48,15.56779
2.49,11.32211
2.5,6.5539
2.51,1.53775
2.52,-3.42329
2.53,-8.01785
2.54,-11.9481
2.55,-14.95156
2.56,-16.82037
2.57,-17.41769
2.58,-16.68898
2.59,-14.66743
2.6,-11.47315
2.61,-7.30565
2.62,-2.42899
2.63,2.84785
2.64,8.19286
2.65,13.26669
2.66,17.72793
2.67,21.24504
2.68,23.52962
2.69,24.37421
2.7,23.67929
2.71,21.4648
2.72,17.8702
2.73,13.14447
2.74,7.62785
2.75,1.72633
2.76,-4.11799
2.77,-9.46088
2.78,-13.88865
2.79,-17.04943
2.8,-18.679
2.81,-18.61943
2.82,-16.83032
2.83,-13.39896
2.84,-8.55568
2.85,-2.67925
2.86,3.73643
2.87,10.13967
2.88,15.97846
2.89,20.74925
2.9,24.0379
2.91,25.55308
2.92,25.15094
2.93,22.84821
2.94,18.82348
2.95,13.40562
2.96,7.05054
2.97,0.30695
2.98,-6.22414
2.99,-11.93685
3.0,-16.27516
3.01,-18.8042
3.02,-19.27868
3.03,-17.66705
3.04,-14.13536
3.05,-9.01972
3.06,-2.79504
3.07,3.96298
3.08,10.62585
3.09,16.56652
3.1,21.21622
3.11,24.11945
3.12,24.98098
3.13,23.70097
3.14,20.39424
3.15,15.39056
3.16,9.20892
3.17,2.49327
3.18,-4.08286
3.19,-9.88824
3.2,-14.37297
3.21,-17.10349
3.22,-17.80444
3.23,-16.39302
3.24,-12.99683
3.25,-7.94962
3.26,-1.76379
3.27,4.91928
3.28,11.39586
3.29,16.9785
3.3,21.07762
3.31,23.27439
3.32,23.36324
3.33,21.34419
3.34,17.40134
3.35,11.90737
3.36,5.41741
3.37,-1.3773
3.38,-7.72565
3.39,-12.9068
3.4,-16.31804
3.41,-17.55073
3.42,-16.44269
3.43,-13.10014
3.44,-7.88569
3.45,-1.37188
3.46,5.72943
3.47,12.63388
3.48,18.53337
3.49,22.67703
3.5,24.49712
3.51,23.71185
3.52,20.37274
3.53,14.86051
3.54,7.83744
3.55,0.1654
3.56,-7.20128
3.57,-13.33306
3.58,-17.43871
3.59,-18.95908
3.6,-17.63354
3.61,-13.54951
3.62,-7.18444
3.63,0.62251
3.64,8.80709
3.65,16.25252
3.66,21.94593
3.67,25.10901
3.68,25.29932
3.69,22.46958
3.7,16.97873
3.71,9.55256
3.72,1.19852
3.73,-6.91554
3.74,-13.61262
3.75,-17.89682
3.76,-19.15003
3.77,-17.22502
3.78,-12.42636
3.79,-5.44839
3.8,2.71691
3.81,10.90844
3.82,17.95145
3.83,22.82248
3.84,24.80026
3.85,23.58315
3.86,19.35311
3.87,12.76859
3.88,4.85241
3.89,-3.21586
3.9,-10.28163
3.91,-15.33841
3.92,-17.64899
3.93,-16.86088
3.94,-13.07547
3.95,-6.84989
3.96,0.87606
3.97,8.91942
3.98,16.04267
3.99,21.16172
4.0,23.52588
4.01,22.80061
