ETA,Cf
3.17,1.73221
3.18,-4.80937
3.19,-10.55386
3.2,-14.9758
3.21,-17.65224
3.22,-18.3109
3.23,-16.86946
3.24,-13.45528
3.25,-8.40175
3.26,-2.22152
3.27,4.44311
3.28,10.88646
3.29,16.41838
3.3,20.44826
3.31,22.56799
3.32,22.61002
3.33,20.60539
3.34,16.71733
3.35,11.28722
3.36,4.85462
3.37,-1.89445
3.38,-8.20992
3.39,-13.37084
3.4,-16.77437
3.41,-18.01208
3.42,-16.92295
3.43,-13.6154
3.44,-8.45487
3.45,-2.01386
3.46,5.01259
3.47,11.88526
3.48,17.81498
3.49,22.01943
3.5,23.90233
3.51,23.17017
3.52,19.87114
3.53,14.38547
3.54,7.37569
3.55,-0.29644
3.56,-7.67732
3.57,-13.83947
3.58,-17.99446
3.59,-19.58432
3.6,-18.33554
3.61,-14.29158
3.62,-7.90188
3.63,-0.03494
3.64,8.21329
3.65,15.71251
3.66,21.44599
3.67,24.6349
3.68,24.83685
3.69,22.00439
3.7,16.49526
3.71,9.03298
3.72,0.62213
3.73,-7.56764
3.74,-14.33393
3.75,-18.63115
3.76,-19.83943
3.77,-17.84958
3.78,-12.99047
3.79,-5.96495
3.8,2.23303
3.81,10.44222
3.82,17.48776
3.83,22.34528
3.84,24.29126
3.85,23.02089
3.86,18.7163
3.87,12.05739
3.88,4.11909
3.89,-3.90865
3.9,-10.90993
3.91,-15.90535
3.92,-18.16747
3.93,-17.34625
3.94,-13.54348
3.95,-7.31658
3.96,0.39348
3.97,8.40107
3.98,15.46535
3.99,20.50539
4,22.80412
4.01,22.0791
