ETA,Cf
1.19,-7.89543
1.2,-9.57811
1.21,-11.02826
1.22,-12.21837
1.23,-13.12394
1.24,-13.72403
1.25,-14.00178
1.26,-13.94488
1.27,-13.54626
1.28,-12.80419
1.29,-11.72288
1.3,-10.31257
1.31,-8.58975
1.32,-6.57704
1.33,-4.30334
1.34,-1.80341
1.35,0.88244
1.36,3.70893
1.37,6.62629
1.38,9.58113
1.39,12.51754
1.4,15.37775
1.41,18.1035
1.42,20.63719
1.43,22.92318
1.44,24.9091
1.45,26.54707
1.46,27.79506
1.47,28.61826
1.48,28.98992
1.49,28.89264
1.5,28.31904
1.51,27.27253
1.52,25.76768
1.53,23.83035
1.54,21.49757
1.55,18.8173
1.56,15.84751
1.57,12.65529
1.58,9.31547
1.59,5.90916
1.6,2.52163
1.61,-0.75958
1.62,-3.84693
1.63,-6.65535
1.64,-9.10462
1.65,-11.12198
1.66,-12.64417
1.67,-13.62018
1.68,-14.01265
1.69,-13.79995
1.7,-12.9774
1.71,-11.55803
1.72,-9.57297
1.73,-7.07122
1.74,-4.11904
1.75,-0.7982
1.76,2.79549
1.77,6.55503
1.78,10.36504
1.79,14.10527
1.8,17.65439
1.81,20.89388
1.82,23.71215
1.83,26.00866
1.84,27.69771
1.85,28.7121
1.86,29.006
1.87,28.55757
1.88,27.37062
1.89,25.47529
1.9,22.92811
1.91,19.81085
1.92,16.22843
1.93,12.30575
1.94,8.1839
1.95,4.01504
1.96,-0.04279
1.97,-3.83178
1.98,-7.20055
1.99,-10.01054
2.0,-12.1418
2.01,-13.49876
2.02,-14.01488
2.03,-13.65659
2.04,-12.42573
2.05,-10.36061
2.06,-7.53595
2.07,-4.06056
2.08,-0.07396
2.09,4.25853
2.1,8.7527
2.11,13.21253
2.12,17.43898
2.13,21.23884
2.14,24.43365
2.15,26.86874
2.16,28.42096
2.17,29.00566
2.18,28.58192
2.19,27.15607
2.2,24.78268
2.21,21.56358
2.22,17.6444
2.23,13.20862
2.24,8.4697
2.25,3.66109
2.26,-0.97502
2.27,-5.1996
2.28,-8.78977
2.29,-11.55075
2.3,-13.32699
2.31,-14.01174
2.32,-13.55434
2.33,-11.96463
2.34,-9.31418
2.35,-5.73434
2.36,-1.4108
2.37,3.42551
2.38,8.50984
2.39,13.55779
2.4,18.28108
2.41,22.40408
2.42,25.68045
2.43,27.90827
2.44,28.94335
2.45,28.70957
2.46,27.20555
2.47,24.5066
2.48,20.76248
2.49,16.19023
2.5,11.0626
2.51,5.69262
2.52,0.41478
2.53,-4.43548
2.54,-8.5435
2.55,-11.63626
2.56,-13.50111
2.57,-14.00186
2.58,-13.08966
2.59,-10.80869
2.6,-7.2956
2.61,-2.7732
2.62,2.46299
2.63,8.06286
2.64,13.64438
2.65,18.8196
2.66,23.22184
2.67,26.53205
2.68,28.503
2.69,28.97872
2.7,27.9084
2.71,25.35267
2.72,21.48217
2.73,16.56767
2.74,10.96243
2.75,5.07801
2.76,-0.64525
2.77,-5.77165
2.78,-9.90285
2.79,-12.71028
2.8,-13.96204
2.81,-13.54378
2.82,-11.47073
2.83,-7.88951
2.84,-3.06984
2.85,2.61418
2.86,8.71213
2.87,14.73174
2.88,20.17864
2.89,24.59744
2.9,27.6104
2.91,28.95093
2.92,28.48909
2.93,26.24568
2.94,22.39425
2.95,17.24955
2.96,11.24395
2.97,4.89192
2.98,-1.25252
2.99,-6.64481
3.0,-10.79779
3.01,-13.32749
3.02,-13.98982
3.03,-12.70631
3.04,-9.57506
3.05,-4.86579
3.06,1.00134
3.07,7.4913
3.08,14.00203
3.09,19.91987
3.1,24.6774
3.11,27.80945
3.12,28.99934
3.13,28.1136
3.14,25.21887
3.15,20.57962
3.16,14.63665
3.17,7.96736
3.18,1.23046
3.19,-4.89776
3.2,-9.79229
3.21,-12.94378
3.22,-14.01341
3.23,-12.87181
3.24,-9.61705
3.25,-4.56908
3.26,1.75884
3.27,8.71068
3.28,15.55392
3.29,21.55669
3.3,26.0666
3.31,28.58274
3.32,28.81378
3.33,26.71422
3.34,22.49427
3.35,16.60225
3.36,9.67942
3.37,2.49203
3.38,-4.15222
3.39,-9.4956
3.4,-12.91734
3.41,-14.00829
3.42,-12.62231
3.43,-8.89874
3.44,-3.25209
3.45,3.67139
3.46,11.06543
3.47,18.05612
3.48,23.80543
3.49,27.61262
3.5,29.00169
3.51,27.78358
3.52,24.08509
3.53,18.33972
3.54,11.23966
3.55,3.65541
3.56,-3.46985
3.57,-9.23748
3.58,-12.90769
3.59,-13.99702
3.6,-12.34505
3.61,-8.1415
3.62,-1.90827
3.63,5.56204
3.64,13.30421
3.65,20.30423
3.66,25.63291
3.67,28.5699
3.68,28.70432
3.69,25.99588
3.7,20.78694
3.71,13.76351
3.72,5.86808
3.73,-1.82476
3.74,-8.25403
3.75,-12.51961
3.76,-14.01054
3.77,-12.49644
3.78,-8.16688
3.79,-1.61213
3.8,6.25336
3.81,14.31579
3.82,21.41878
3.83,26.52995
3.84,28.8924
3.85,28.14059
3.86,24.36104
3.87,18.08766
3.88,10.23044
3.89,1.9467
3.9,-5.52713
3.91,-11.06118
3.92,-13.80415
3.93,-13.31838
3.94,-9.65384
3.95,-3.34942
3.96,4.64241
3.97,13.09535
3.98,20.69621
3.99,26.24909
4.0,28.8657
4.01,28.11085
