ETA,Cf
0.0,0.57784
0.01,0.56699
0.02,0.53478
0.03,0.48103
0.04,0.40572
0.05,0.30893
0.06,0.19061
0.07,0.05077
0.08,-0.11048
0.09,-0.29321
0.1,-0.49741
0.11,-0.72297
0.12,-0.9698
0.13,-1.23788
0.14,-1.52712
0.15,-1.83732
0.16,-2.16837
0.17,-2.52004
0.18,-2.89212
0.19,-3.28426
0.2,-3.69619
0.21,-4.12744
0.22,-4.57766
0.23,-5.04627
0.24,-5.53267
0.25,-6.03612
0.26,-6.55592
0.27,-7.09121
0.28,-7.64093
0.29,-8.20409
0.3,-8.77953
0.31,-9.36591
0.32,-9.96179
0.33,-10.56562
0.34,-11.17569
0.35,-11.79018
0.36,-12.4071
0.37,-13.02434
0.38,-13.63962
0.39,-14.25051
0.4,-14.8544
0.41,-15.44859
0.42,-16.03014
0.43,-16.5961
0.44,-17.14327
0.45,-17.66827
0.46,-18.16771
0.47,-18.63805
0.48,-19.07558
0.49,-19.47661
0.5,-19.83725
0.51,-20.15363
0.52,-20.42182
0.53,-20.63793
0.54,-20.79803
0.55,-20.89818
0.56,-20.93464
0.57,-20.90371
0.58,-20.80186
0.59,-20.62573
0.6,-20.37217
0.61,-20.03834
0.62,-19.62169
0.63,-19.12002
0.64,-18.53156
0.65,-17.85499
0.66,-17.08951
0.67,-16.23483
0.68,-15.29137
0.69,-14.26003
0.7,-13.14254
0.71,-11.94129
0.72,-10.65956
0.73,-9.30127
0.74,-7.87131
0.75,-6.37534
0.76,-4.81996
0.77,-3.21265
0.78,-1.56175
0.79,0.12346
0.8,1.833
0.81,3.55591
0.82,5.2805
0.83,6.99441
0.84,8.68467
0.85,10.33764
0.86,11.93921
0.87,13.47504
0.88,14.93046
0.89,16.29081
0.9,17.5414
0.91,18.66781
0.92,19.65616
0.93,20.49303
0.94,21.16589
0.95,21.66317
0.96,21.97455
0.97,22.09111
0.98,22.00556
0.99,21.71251
1.0,21.20846
1.01,20.49219
1.02,19.56488
1.03,18.4301
1.04,17.09418
1.05,15.56606
1.06,13.85754
1.07,11.98308
1.08,9.96005
1.09,7.80846
1.1,5.55093
1.11,3.21251
1.12,0.82043
1.13,-1.59605
1.14,-4.00606
1.15,-6.37741
1.16,-8.67706
1.17,-10.87162
1.18,-12.92769
1.19,-14.81252
1.2,-16.49459
1.21,-17.94413
1.22,-19.13365
1.23,-20.0387
1.24,-20.63833
1.25,-20.91565
1.26,-20.85844
1.27,-20.4596
1.28,-19.71744
1.29,-18.63619
1.3,-17.22605
1.31,-15.50347
1.32,-13.49115
1.33,-11.2179
1.34,-8.71855
1.35,-6.03324
1.36,-3.20731
1.37,-0.29046
1.38,2.66398
1.39,5.59995
1.4,8.45973
1.41,11.18519
1.42,13.71865
1.43,16.00445
1.44,17.99021
1.45,19.62806
1.46,20.87596
1.47,21.69898
1.48,22.07044
1.49,21.97291
1.5,21.39907
1.51,20.35227
1.52,18.84712
1.53,16.90946
1.54,14.57636
1.55,11.89584
1.56,8.92592
1.57,5.73366
1.58,2.39398
1.59,-1.01207
1.6,-4.3992
1.61,-7.67977
1.62,-10.7664
1.63,-13.57394
1.64,-16.02229
1.65,-18.03862
1.66,-19.55988
1.67,-20.53495
1.68,-20.92663
1.69,-20.71329
1.7,-19.89026
1.71,-18.47066
1.72,-16.48558
1.73,-13.98409
1.74,-11.03226
1.75,-7.71196
1.76,-4.11885
1.77,-0.35995
1.78,3.4494
1.79,7.18906
1.8,10.73765
1.81,13.97668
1.82,16.79443
1.83,19.0905
1.84,20.7791
1.85,21.79296
1.86,22.08628
1.87,21.63718
1.88,20.44956
1.89,18.55357
1.9,16.00582
1.91,12.88812
1.92,9.30539
1.93,5.38261
1.94,1.26087
1.95,-2.90756
1.96,-6.96465
1.97,-10.7526
1.98,-14.12012
1.99,-16.92876
2.0,-19.05861
2.01,-20.41423
2.02,-20.92911
2.03,-20.5698
2.04,-19.33815
2.05,-17.27267
2.06,-14.44787
2.07,-10.97262
2.08,-6.9864
2.09,-2.6545
2.1,1.83899
2.11,6.29813
2.12,10.52382
2.13,14.32286
2.14,17.51689
2.15,19.95116
2.16,21.50248
2.17,22.08614
2.18,21.66134
2.19,20.23434
2.2,17.8599
2.21,14.63993
2.22,10.7201
2.23,6.28398
2.24,1.54505
2.25,-3.26305
2.26,-7.89812
2.27,-12.12136
2.28,-15.7099
2.29,-18.46906
2.3,-20.24348
2.31,-20.92646
2.32,-20.46758
2.33,-18.87671
2.34,-16.2255
2.35,-12.64533
2.36,-8.32185
2.37,-3.48592
2.38,1.59777
2.39,6.64492
2.4,11.3673
2.41,15.48929
2.42,18.76448
2.43,20.99097
2.44,22.02454
2.45,21.78919
2.46,20.28357
2.47,17.58311
2.48,13.8377
2.49,9.26456
2.5,4.13662
2.51,-1.23308
2.52,-6.51001
2.53,-11.35889
2.54,-15.46494
2.55,-18.5554
2.56,-20.41792
2.57,-20.91643
2.58,-20.00231
2.59,-17.71986
2.6,-14.20592
2.61,-9.68312
2.62,-4.44706
2.63,1.15231
2.64,6.73299
2.65,11.90709
2.66,16.30795
2.67,19.61658
2.68,21.58569
2.69,22.05928
2.7,20.98684
2.71,18.42906
2.72,14.55679
2.73,9.64092
2.74,4.0351
2.75,-1.84908
2.76,-7.57133
2.77,-12.69587
2.78,-16.82469
2.79,-19.62927
2.8,-20.87812
2.81,-20.45717
2.82,-18.38198
2.83,-14.7992
2.84,-9.97862
2.85,-4.29443
2.86,1.80312
2.87,7.82186
2.88,13.26742
2.89,17.68448
2.9,20.69529
2.91,22.03326
2.92,21.56865
2.93,19.32255
2.94,15.4687
2.95,10.32207
2.96,4.31547
2.97,-2.03647
2.98,-8.17973
2.99,-13.56981
3.0,-17.71987
3.01,-20.24619
3.02,-20.90509
3.03,-19.61849
3.04,-16.48482
3.05,-11.7739
3.06,-5.90602
3.07,0.58394
3.08,7.09384
3.09,13.01021
3.1,17.76573
3.11,20.89507
3.12,22.08174
3.13,21.19265
3.14,18.29458
3.15,13.65252
3.16,7.70764
3.17,1.03761
3.18,-5.69865
3.19,-11.82488
3.2,-16.71635
3.21,-19.86406
3.22,-20.92958
3.23,-19.78427
3.24,-16.52646
3.25,-11.47639
3.26,-5.14738
3.27,1.80451
3.28,8.6468
3.29,14.64772
3.3,19.15495
3.31,21.6677
3.32,21.89481
3.33,19.7912
3.34,15.56749
3.35,9.67265
3.36,2.74839
3.37,-4.43881
3.38,-11.08124
3.39,-16.4213
3.4,-19.8388
3.41,-20.92497
3.42,-19.53459
3.43,-15.80744
3.44,-10.1583
3.45,-3.23359
3.46,4.16037
3.47,11.14974
3.48,16.89659
3.49,20.7004
3.5,22.08502
3.51,20.86215
3.52,17.15917
3.53,11.41006
3.54,4.30772
3.55,-3.27685
3.56,-10.40042
3.57,-16.16454
3.58,-19.83004
3.59,-20.91406
3.6,-19.257
3.61,-15.04928
3.62,-8.81323
3.63,-1.34166
