ETA,Cf
3.64,6.40015
3.65,13.39848
3.66,18.72397
3.67,21.65651
3.68,21.7857
3.69,19.07176
3.7,13.858
3.71,6.83116
3.72,-1.0656
3.73,-8.75738
3.74,-15.18329
3.75,-19.44386
3.76,-20.92875
3.77,-19.40879
3.78,-15.07437
3.79,-8.51617
3.8,-0.64913
3.81,7.41305
3.82,14.51384
3.83,19.62115
3.84,21.97829
3.85,21.2204
3.86,17.43478
3.87,11.1564
3.88,3.29609
3.89,-4.98807
3.9,-12.45946
3.91,-17.98877
3.92,-20.72547
3.93,-20.23296
3.94,-16.56243
3.95,-10.25353
3.96,-2.25915
3.97,6.19409
3.98,13.79297
3.99,19.3418
4.0,21.95257
4.01,21.19085
