ETA,Cf
0.0,7.49848
0.01,7.48764
0.02,7.45546
0.03,7.40169
0.04,7.32634
0.05,7.22951
0.06,7.11124
0.07,6.97147
0.08,6.81032
0.09,6.62772
0.1,6.42367
0.11,6.19842
0.12,5.95184
0.13,5.68422
0.14,5.39539
0.15,5.08582
0.16,4.75557
0.17,4.40473
0.18,4.03382
0.19,3.64297
0.2,3.23256
0.21,2.8032
0.22,2.35509
0.23,1.88892
0.24,1.40539
0.25,0.90514
0.26,0.38901
0.27,-0.14215
0.28,-0.68735
0.29,-1.24534
0.3,-1.81503
0.31,-2.39498
0.32,-2.98378
0.33,-3.57975
0.34,-4.18121
0.35,-4.78626
0.36,-5.3929
0.37,-5.99884
0.38,-6.60181
0.39,-7.19954
0.4,-7.78915
0.41,-8.36799
0.42,-8.93309
0.43,-9.48157
0.44,-10.01
0.45,-10.51519
0.46,-10.99381
0.47,-11.44225
0.48,-11.8569
0.49,-12.23405
0.5,-12.56994
0.51,-12.86083
0.52,-13.10296
0.53,-13.29237
0.54,-13.42546
0.55,-13.49839
0.56,-13.50754
0.57,-13.44956
0.58,-13.32098
0.59,-13.11869
0.6,-12.83982
0.61,-12.48172
0.62,-12.04209
0.63,-11.51903
0.64,-10.91102
0.65,-10.21694
0.66,-9.43633
0.67,-8.56909
0.68,-7.61579
0.69,-6.57777
0.7,-5.4568
0.71,-4.25562
0.72,-2.97751
0.73,-1.62661
0.74,-0.20796
0.75,1.27269
0.76,2.8087
0.77,4.39266
0.78,6.01623
0.79,7.67029
0.8,9.34491
0.81,11.02945
0.82,12.71249
0.83,14.38203
0.84,16.02538
0.85,17.62954
0.86,19.18092
0.87,20.66577
0.88,22.07017
0.89,23.38012
0.9,24.58174
0.91,25.66154
0.92,26.60631
0.93,27.40349
0.94,28.04129
0.95,28.50896
0.96,28.79673
0.97,28.89622
0.98,28.80062
0.99,28.50474
1.0,28.00525
1.01,27.30093
1.02,26.39274
1.03,25.28404
1.04,23.98068
1.05,22.49103
1.06,20.82633
1.07,19.00051
1.08,17.03011
1.09,14.93434
1.1,12.73504
1.11,10.45637
1.12,8.12464
1.13,5.76803
1.14,3.41644
1.15,1.10076
1.16,-1.14702
1.17,-3.29468
1.18,-5.31004
1.19,-7.16143
1.2,-8.81826
1.21,-10.25168
1.22,-11.43488
1.23,-12.34404
1.24,-12.95846
1.25,-13.26135
1.26,-13.2403
1.27,-12.88769
1.28,-12.20108
1.29,-11.18359
1.3,-9.84409
1.31,-8.19733
1.32,-6.26405
1.33,-4.07089
1.34,-1.6502
1.35,0.96034
1.36,3.71792
1.37,6.57538
1.38,9.48165
1.39,12.38272
1.4,15.22237
1.41,17.94336
1.42,20.48841
1.43,22.80155
1.44,24.82952
1.45,26.52292
1.46,27.83785
1.47,28.73706
1.48,29.19129
1.49,29.18046
1.5,28.69435
1.51,27.73355
1.52,26.30984
1.53,24.44641
1.54,22.17779
1.55,19.54953
1.56,16.61762
1.57,13.44746
1.58,10.11257
1.59,6.69341
1.6,3.27515
1.61,-0.05426
1.62,-3.20602
1.63,-6.09307
1.64,-8.63265
1.65,-10.74863
1.66,-12.37377
1.67,-13.45249
1.68,-13.94271
1.69,-13.81783
1.7,-13.06841
1.71,-11.70323
1.72,-9.75011
1.73,-7.25597
1.74,-4.28622
1.75,-0.92344
1.76,2.73443
1.77,6.57684
1.78,10.48407
1.79,14.33087
1.8,17.99049
1.81,21.33896
1.82,24.25957
1.83,26.64679
1.84,28.41065
1.85,29.4802
1.86,29.80678
1.87,29.36636
1.88,28.16185
1.89,26.22361
1.9,23.60961
1.91,20.40427
1.92,16.71659
1.93,12.67672
1.94,8.43214
1.95,4.14227
1.96,-0.02722
1.97,-3.9109
1.98,-7.35037
1.99,-10.20148
2.0,-12.34087
2.01,-13.67177
2.02,-14.12936
2.03,-13.68413
2.04,-12.34411
2.05,-10.1553
2.06,-7.20068
2.07,-3.59772
2.08,0.506
2.09,4.9379
2.1,9.50761
2.11,14.0142
2.12,18.25548
2.13,22.03675
2.14,25.17997
2.15,27.53298
2.16,28.9772
2.17,29.4346
2.18,28.87275
2.19,27.30778
2.2,24.80513
2.21,21.47754
2.22,17.48034
2.23,13.00465
2.24,8.26814
2.25,3.50461
2.26,-1.04752
2.27,-5.15683
2.28,-8.6105
2.29,-11.22543
2.3,-12.85801
2.31,-13.41294
2.32,-12.8494
2.33,-11.18539
2.34,-8.49831
2.35,-4.92258
2.36,-0.6442
2.37,4.10849
2.38,9.07647
2.39,13.98402
2.4,18.55413
2.41,22.52462
2.42,25.66343
2.43,27.78279
2.44,28.75046
2.45,28.49839
2.46,27.02783
2.47,24.41083
2.48,20.7885
2.49,16.36494
2.5,11.39765
2.51,6.18392
2.52,1.04352
2.53,-3.7007
2.54,-7.74351
2.55,-10.81791
2.56,-12.71341
2.57,-13.29182
2.58,-12.49805
2.59,-10.36592
2.6,-7.01827
2.61,-2.66096
2.62,2.42861
2.63,7.9179
2.64,13.43911
2.65,18.61287
2.66,23.07332
2.67,26.4945
2.68,28.61542
2.69,29.262
2.7,28.36346
2.71,25.96139
2.72,22.21003
2.73,17.36769
2.74,11.78021
