ETA,Cf
2.75,5.85685
2.76,0.04121
2.77,-5.22207
2.78,-9.5207
2.79,-12.50738
2.8,-13.92884
2.81,-13.64865
2.82,-11.66243
2.83,-8.10347
2.84,-3.23741
2.85,2.55558
2.86,8.80976
2.87,15.01145
2.88,20.64198
2.89,25.2227
2.9,28.35628
2.91,29.76196
2.92,29.30201
2.93,26.99651
2.94,23.0255
2.95,17.71726
2.96,11.52396
2.97,4.98474
2.98,-1.31999
2.99,-6.82095
3.0,-11.01307
3.01,-13.50498
3.02,-14.05794
3.03,-12.61068
3.04,-9.28661
3.05,-4.38402
3.06,1.64956
3.07,8.25669
3.08,14.81988
3.09,20.71839
3.1,25.38676
3.11,28.37058
3.12,29.37282
3.13,28.28628
3.14,25.20806
3.15,20.433
3.16,14.42614
3.17,7.77707
3.18,1.14191
3.19,-4.82091
3.2,-9.51487
3.21,-12.46357
3.22,-13.36001
3.23,-12.10076
3.24,-8.80079
3.25,-3.78687
3.26,2.4319
3.27,9.21472
3.28,15.85399
3.29,21.65038
3.3,25.98713
3.31,28.3958
3.32,28.60691
3.33,26.57979
3.34,22.51101
3.35,16.82001
3.36,10.11108
3.37,3.11318
3.38,-3.39739
3.39,-8.68419
3.4,-12.1355
3.41,-13.3381
3.42,-12.12893
3.43,-8.61854
3.44,-3.18416
3.45,3.56826
3.46,10.86775
3.47,17.86166
3.48,23.71231
3.49,27.69802
3.5,29.30598
3.51,28.30421
3.52,24.77931
3.53,19.13403
3.54,12.04333
3.55,4.37581
3.56,-2.91175
3.57,-8.89264
3.58,-12.78765
3.59,-14.06817
3.6,-12.53203
3.61,-8.34154
3.62,-2.01441
3.63,5.63604
3.64,13.60462
3.65,20.82936
3.66,26.33587
3.67,29.36978
3.68,29.50228
3.69,26.6929
3.7,21.30223
3.71,14.05069
3.72,5.92725
3.73,-1.94315
3.74,-8.45696
3.75,-12.69222
3.76,-14.04436
3.77,-12.31641
3.78,-7.74783
3.79,-0.98171
3.8,7.02307
3.81,15.12478
3.82,22.15888
3.83,27.1061
3.84,29.24236
3.85,28.25075
3.86,24.27336
3.87,17.89399
3.88,10.05124
3.89,1.89964
3.9,-5.35852
3.91,-10.64735
3.92,-13.17364
3.93,-12.54835
3.94,-8.85143
3.95,-2.62884
3.96,5.18361
3.97,13.39846
3.98,20.75768
3.99,26.12651
4.0,28.66683
4.01,27.96611
