ETA,Cf
2.795,-115.26642
2.805,49.42182
2.815,201.73865
2.825,294.45563
2.835,298.11685
2.845,210.68567
2.855,58.84226
2.865,-109.79797
2.875,-241.41164
2.885,-293.17746
2.895,-247.46347
2.905,-118.21294
2.915,52.90935
2.925,209.68108
2.935,299.74658
2.945,292.26163
2.955,188.78448
2.965,23.49654
2.975,-147.72896
2.985,-266.03589
2.995,-289.93259
3.005,-210.19229
3.015,-53.84164
3.025,124.59564
3.035,261.91187
3.045,308.64758
3.055,247.19307
3.065,98.84801
3.075,-83.07792
3.085,-232.11188
3.095,-292.88925
3.105,-242.01048
3.115,-97.5229
3.125,86.98417
3.135,241.95383
3.145,308.06281
3.155,259.16104
3.165,113.0573
3.175,-74.45337
3.185,-230.5251
3.195,-293.52939
3.205,-237.68335
3.215,-84.10799
3.225,106.64599
3.235,258.18396
3.245,308.87186
3.255,237.22343
3.265,71.50147
3.275,-120.87991
3.285,-260.47058
3.295,-288.64722
3.305,-192.6824
3.315,-12.05735
3.325,177.26204
3.335,294.57819
3.345,288.99249
3.355,161.94182
3.365,-32.39393
3.375,-209.677
3.385,-291.84317
3.395,-241.76765
3.405,-80.61083
3.415,120.49524
3.425,271.48743
3.435,303.72446
3.445,201.56351
3.455,10.51536
3.465,-182.43297
3.475,-288.17557
3.485,-256.8558
3.495,-101.97766
3.505,104.72851
3.515,266.11752
3.525,305.30328
3.535,202.68494
3.545,6.40393
3.555,-189.58899
3.565,-290.22949
3.575,-245.71986
3.585,-76.84042
3.595,134.00368
3.605,282.5762
3.615,294.39404
3.625,162.51872
3.635,-47.72021
3.645,-230.4416
3.655,-292.35422
3.665,-200.78523
3.675,-1.65233
3.685,202.89917
3.695,306.61215
3.705,254.5611
3.715,72.85143
3.725,-143.69611
3.735,-280.53687
3.745,-264.1376
3.755,-102.17442
3.765,119.1653
3.775,280.5423
3.785,293.83795
3.795,150.80904
3.805,-71.03355
3.815,-249.71271
3.825,-285.7179
3.835,-157.97437
3.845,62.96262
3.855,253.16649
3.865,304.69101
3.875,187.23126
3.885,-33.27961
3.895,-230.86526
3.905,-291.20117
3.915,-178.2245
3.925,43.4504
3.935,244.74794
3.945,307.09705
3.955,192.68761
3.965,-31.7592
3.975,-233.06921
3.985,-290.35138
3.995,-168.15044
4.005,60.64463
