ETA,Cf
3.195,-1.77889
3.205,210.95314
3.215,133.22025
3.225,-124.799
3.235,-190.83519
3.245,32.5229
3.255,220.56056
3.265,96.63856
3.275,-158.35936
3.285,-166.80586
3.295,85.1829
3.305,220.81754
3.315,34.64863
3.325,-193.19002
3.335,-115.70244
3.345,150.42667
3.355,196.91824
3.365,-49.16373
3.375,-206.67598
3.385,-28.67516
3.395,207.36519
3.405,129.29225
3.415,-141.00748
3.425,-174.01395
3.435,84.22762
3.445,219.37256
3.455,11.89215
3.465,-203.16452
3.475,-74.65484
3.485,188.49461
3.495,153.36166
3.505,-123.19655
3.515,-181.81509
3.525,77.04073
3.535,220.29903
3.545,5.61139
3.555,-204.87784
3.565,-52.62309
3.575,203.29369
3.585,122.96083
3.595,-156.90904
3.605,-151.814
3.615,130.71333
3.625,197.28156
3.635,-70.08043
3.645,-200.21935
3.655,38.98389
3.665,223.08054
3.675,22.32396
3.685,-203.93088
3.695,-46.99719
3.705,209.85088
3.715,98.55029
3.725,-179.25623
3.735,-113.8091
3.745,175.38126
3.755,152.91293
3.765,-140.65173
3.775,-157.06543
3.785,136.15398
3.795,187.56158
3.805,-100.99714
3.815,-181.86804
3.825,100.36969
3.835,205.56523
3.845,-70.02884
3.855,-195.32957
3.865,73.34123
3.875,213.30359
3.885,-50.15035
3.895,-200.51889
3.905,59.90627
3.915,216.91096
3.925,-41.97729
3.935,-200.77303
3.945,59.71763
3.955,216.35292
3.965,-48.26158
3.975,-198.92584
3.985,71.48457
3.995,210.81305
4.005,-67.8837
