ETA,F,G
0.0,0.0,1.0
0.02,0.12402,0.99591
0.04,0.2405,0.98611
0.06,0.34953,0.97127
0.08,0.45123,0.95206
0.1,0.54573,0.9291
0.12,0.63322,0.90294
0.14,0.7139,0.87412
0.16,0.788,0.84313
0.18,0.85577,0.81042
0.2,0.91745,0.7764
0.22,0.97333,0.74145
0.24,1.02368,0.70592
0.26,1.06879,0.67011
0.28,1.10895,0.63429
0.3,1.14444,0.59872
0.32,1.17556,0.56361
0.34,1.2026,0.52916
0.36,1.22582,0.49552
0.38,1.24552,0.46283
0.4,1.26195,0.43121
0.42,1.27538,0.40076
0.44,1.28605,0.37154
0.46,1.29422,0.34363
0.48,1.3001,0.31705
0.5,1.30392,0.29183
0.52,1.30588,0.26799
0.54,1.30619,0.24552
0.56,1.30501,0.22442
0.58,1.30254,0.20466
0.6,1.29892,0.18621
0.62,1.29431,0.16904
0.64,1.28884,0.15311
0.66,1.28264,0.13838
0.68,1.27584,0.12478
0.7,1.26852,0.11227
0.72,1.26081,0.10079
0.74,1.25277,0.09029
0.76,1.2445,0.08071
0.78,1.23605,0.07199
0.8,1.22751,0.06407
0.82,1.21891,0.05691
0.84,1.21032,0.05044
0.86,1.20178,0.04461
0.88,1.19331,0.03937
0.9,1.18497,0.03468
0.92,1.17677,0.03049
0.94,1.16874,0.02675
0.96,1.1609,0.02342
0.98,1.15326,0.02047
1.0,1.14584,0.01785
1.02,1.13865,0.01554
1.04,1.1317,0.01351
1.06,1.12498,0.01172
1.08,1.11851,0.01015
1.1,1.11228,0.00877
1.12,1.10629,0.00757
1.14,1.10056,0.00652
1.16,1.09506,0.00561
1.18,1.0898,0.00482
1.2,1.08477,0.00413
1.22,1.07997,0.00354
1.24,1.0754,0.00302
1.26,1.07104,0.00258
1.28,1.06689,0.0022
1.3,1.06295,0.00187
1.32,1.0592,0.00159
1.34,1.05565,0.00135
1.36,1.05228,0.00115
1.38,1.04908,0.00097
1.4,1.04605,0.00082
1.42,1.04319,0.0007
1.44,1.04048,0.00059
1.46,1.03793,0.0005
1.48,1.03551,0.00042
1.5,1.03323,0.00036
1.52,1.03108,0.0003
1.54,1.02906,0.00025
1.56,1.02715,0.00021
1.58,1.02535,0.00018
1.6,1.02366,0.00015
1.62,1.02207,0.00013
1.64,1.02058,0.00011
1.66,1.01918,9e-05
1.68,1.01786,8e-05
1.7,1.01663,6e-05
1.72,1.01547,5e-05
1.74,1.01439,4e-05
1.76,1.01337,4e-05
1.78,1.01242,3e-05
1.8,1.01153,3e-05
1.82,1.0107,2e-05
1.84,1.00992,2e-05
1.86,1.00919,2e-05
1.88,1.00851,1e-05
1.9,1.00788,1e-05
1.92,1.00729,1e-05
1.94,1.00674,1e-05
1.96,1.00623,1e-05
1.98,1.00575,1e-05
2.0,1.00531,0.0
2.02,1.00489,0.0
2.04,1.00451,0.0
2.06,1.00415,0.0
2.08,1.00382,0.0
2.1,1.00351,0.0
2.12,1.00322,0.0
2.14,1.00296,0.0
2.16,1.00271,0.0
2.18,1.00248,0.0
2.2,1.00227,0.0
2.22,1.00208,0.0
2.24,1.0019,0.0
2.26,1.00173,0.0
2.28,1.00158,0.0
2.3,1.00143,0.0
2.32,1.0013,0.0
2.34,1.00118,0.0
2.36,1.00107,0.0
2.38,1.00097,0.0
2.4,1.00087,0.0
2.42,1.00078,0.0
