Ri,M,Eta,k,Fval,Gval
-1,3,2.24,3.0,1.00108,0.0
-1,3,2.26,3.0,1.001,0.0
-1,3,2.28,3.0,1.00092,0.0
-1,3,2.3,3.0,1.00085,0.0
-1,3,2.32,3.0,1.00078,0.0
-1,3,2.34,3.0,1.00072,0.0
-1,3,2.36,3.0,1.00066,0.0
-1,3,2.38,3.0,1.00061,0.0
-1,3,2.4,3.0,1.00056,0.0
-1,3,2.42,3.0,1.00052,0.0
-1,3,2.44,3.0,1.00047,0.0
-1,3,2.46,3.0,1.00044,0.0
-1,3,2.48,3.0,1.0004,0.0
-1,3,2.5,3.0,1.00037,0.0
-1,3,2.52,3.0,1.00034,0.0
-1,3,2.54,3.0,1.00031,0.0
-1,3,2.56,3.0,1.00028,0.0
-1,3,2.58,3.0,1.00026,0.0
-1,3,2.6,3.0,1.00024,0.0
-1,3,2.62,3.0,1.00022,0.0
-1,3,2.64,3.0,1.0002,0.0
-1,3,2.66,3.0,1.00019,0.0
-1,3,2.68,3.0,1.00017,0.0
-1,3,2.7,3.0,1.00016,0.0
-1,3,2.72,3.0,1.00014,0.0
-1,3,2.74,3.0,1.00013,0.0
-1,3,2.76,3.0,1.00012,0.0
-1,3,2.78,3.0,1.00011,0.0
-1,3,2.8,3.0,1.0001,0.0
-1,3,2.82,3.0,1.00009,0.0
-1,3,2.84,3.0,1.00008,0.0
-1,3,2.86,3.0,1.00008,0.0
-1,3,2.88,3.0,1.00007,0.0
-1,3,2.9,3.0,1.00006,0.0
-1,3,2.92,3.0,1.00006,0.0
-1,3,2.94,3.0,1.00005,0.0
-1,3,2.96,3.0,1.00004,0.0
-1,3,2.98,3.0,1.00004,0.0
-1,3,3.0,3.0,1.00004,0.0
-1,3,3.02,3.0,1.00003,0.0
-1,3,3.04,3.0,1.00003,0.0
-1,3,3.06,3.0,1.00003,0.0
-1,3,3.08,3.0,1.00003,0.0
-1,3,3.1,3.0,1.00002,0.0
-1,3,3.12,3.0,1.00002,0.0
-1,3,3.14,3.0,1.00002,0.0
-1,3,3.16,3.0,1.00002,0.0
-1,3,3.18,3.0,1.00002,0.0
-1,3,3.2,3.0,1.00002,0.0
-1,3,3.22,3.0,1.00003,0.0
-1,3,3.24,3.0,1.00003,0.0
-1,3,3.26,3.0,1.00003,0.0
-1,3,3.28,3.0,1.00003,0.0
-1,3,3.3,3.0,1.00003,0.0
-1,3,3.32,3.0,1.00003,0.0
-1,3,3.34,3.0,1.00003,0.0
-1,3,3.36,3.0,1.00002,0.0
-1,3,3.38,3.0,1.00002,0.0
-1,3,3.4,3.0,1.00002,0.0
-1,3,3.42,3.0,1.00002,0.0
-1,3,3.44,3.0,1.00002,0.0
-1,3,3.46,3.0,1.00002,0.0
-1,3,3.48,3.0,1.00001,0.0
-1,3,3.5,3.0,1.00001,0.0
-1,3,3.52,3.0,1.00001,0.0
-1,3,3.54,3.0,1.00001,0.0
-1,3,3.56,3.0,1.0,0.0
-1,3,3.58,3.0,1.0,0.0
-1,3,3.6,3.0,1.0,0.0
-1,3,3.62,3.0,1.0,0.0
-1,3,3.64,3.0,1.0,0.0
-1,3,3.66,3.0,1.0,0.0
-1,3,3.68,3.0,1.0,0.0
-1,3,3.7,3.0,0.99999,0.0
-1,3,3.72,3.0,0.99999,0.0
-1,3,3.74,3.0,0.99999,0.0
-1,3,3.76,3.0,0.99999,0.0
-1,3,3.78,3.0,0.99999,0.0
-1,3,3.8,3.0,0.99999,0.0
-1,3,3.82,3.0,0.99999,0.0
-1,3,3.84,3.0,0.99999,0.0
-1,3,3.86,3.0,0.99999,0.0
-1,3,3.88,3.0,0.99999,0.0
-1,3,3.9,3.0,0.99999,0.0
-1,3,3.92,3.0,0.99998,0.0
-1,3,3.94,3.0,0.99998,0.0
-1,3,3.96,3.0,0.99998,0.0
-1,3,3.98,3.0,0.99998,0.0
-1,3,4.0,3.0,0.99998,0.0
-1,3,4.02,3.0,0.99998,0.0
-1,3,4.04,3.0,0.99998,0.0
-1,3,4.06,3.0,0.99998,0.0
-1,3,4.08,3.0,0.99999,0.0
-1,3,4.1,3.0,0.99999,0.0
-1,3,4.12,3.0,0.99999,0.0
-1,3,4.14,3.0,0.99999,0.0
-1,3,4.16,3.0,0.99999,0.0
-1,3,4.18,3.0,0.99999,0.0
-1,3,4.2,3.0,0.99999,0.0
-1,3,4.22,3.0,0.99999,0.0
-1,3,4.24,3.0,0.99999,0.0
-1,3,4.26,3.0,0.99999,0.0
-1,3,4.28,3.0,0.99999,0.0
-1,3,4.3,3.0,1.0,0.0
-1,3,4.32,3.0,1.0,0.0
-1,3,4.34,3.0,1.0,0.0
-1,3,4.36,3.0,1.0,0.0
-1,3,4.38001,3.0,1.0,0.0
-1,3,4.40001,3.0,1.0,0.0
-1,3,4.42001,3.0,1.0,0.0
-1,3,4.44001,3.0,1.0,0.0
-1,3,4.46001,3.0,1.0,0.0
-1,3,4.48001,3.0,1.0,0.0
-1,3,4.50001,3.0,1.0,0.0
-1,3,4.52001,3.0,1.0,0.0
-1,3,4.54001,3.0,1.0,0.0
-1,3,4.56001,3.0,1.0,0.0
-1,3,4.58001,3.0,1.0,0.0
-1,3,4.60001,3.0,1.0,0.0
-1,3,4.62001,3.0,1.0,0.0
-1,3,4.64001,3.0,1.0,0.0
-1,3,4.66001,3.0,1.0,0.0
-1,3,4.68001,3.0,1.0,0.0
-1,3,4.70001,3.0,1.0,0.0
-1,3,4.72001,3.0,1.0,0.0
-1,3,4.74001,3.0,1.0,0.0
-1,3,4.76001,3.0,1.0,0.0
-1,3,4.78001,3.0,1.0,0.0
-1,3,4.80001,3.0,1.0,0.0
-1,3,4.82002,3.0,1.0,0.0
-1,3,4.84002,3.0,1.0,0.0
-1,3,4.86002,3.0,1.0,0.0
-1,3,4.88002,3.0,1.0,0.0
-1,3,4.90002,3.0,1.0,0.0
-1,3,4.92002,3.0,1.0,0.0
-1,3,4.94002,3.0,1.0,0.0
-1,3,4.96002,3.0,1.0,0.0
-1,3,4.98002,3.0,1.0,0.0
-1,3,5.00002,3.0,1.0,0.0
0,0,0.0,4.0,0.0949,1.0
0,0,0.02,4.0,0.12394,0.99501
0,0,0.04,4.0,0.24036,0.9852
0,0,0.06,4.0,0.34933,0.97037
0,0,0.08,4.0,0.45097,0.95117
0,0,0.1,4.0,0.54541,0.92822
0,0,0.12,4.0,0.63285,0.90208
0,0,0.14,4.0,0.71349,0.87328
0,0,0.16,4.0,0.78755,0.84231
0,0,0.18,4.0,0.85528,0.80963
0,0,0.2,4.0,0.91694,0.77564
0,0,0.22,4.0,0.97279,0.74072
0,0,0.24,4.0,1.02312,0.70522
0,0,0.26,4.0,1.06821,0.66944
0,0,0.28,4.0,1.10836,0.63366
0,0,0.3,4.0,1.14384,0.59813
0,0,0.32,4.0,1.17495,0.56306
0,0,0.34,4.0,1.20198,0.52863
0,0,0.36,4.0,1.22521,0.49503
0,0,0.38,4.0,1.2449,0.46237
0,0,0.4,4.0,1.26134,0.43079
0,0,0.42,4.0,1.27477,0.40036
0,0,0.44,4.0,1.28546,0.37118
0,0,0.46,4.0,1.29363,0.34329
0,0,0.48,4.0,1.29952,0.31674
0,0,0.5,4.0,1.30336,0.29155
0,0,0.52,4.0,1.30533,0.26773
0,0,0.54,4.0,1.30565,0.24528
0,0,0.56,4.0,1.30449,0.2242
0,0,0.58,4.0,1.30204,0.20446
0,0,0.6,4.0,1.29843,0.18603
0,0,0.62,4.0,1.29384,0.16888
0,0,0.64,4.0,1.28839,0.15297
0,0,0.66,4.0,1.28221,0.13824
0,0,0.68,4.0,1.27542,0.12466
0,0,0.7,4.0,1.26813,0.11216
0,0,0.72,4.0,1.26043,0.10069
0,0,0.74,4.0,1.25241,0.0902
0,0,0.76,4.0,1.24415,0.08063
0,0,0.78,4.0,1.23573,0.07192
0,0,0.8,4.0,1.2272,0.06401
0,0,0.82,4.0,1.21862,0.05685
0,0,0.84,4.0,1.21005,0.05039
0,0,0.86,4.0,1.20152,0.04457
0,0,0.88,4.0,1.19307,0.03934
0,0,0.9,4.0,1.18474,0.03465
0,0,0.92,4.0,1.17656,0.03046
0,0,0.94,4.0,1.16854,0.02672
0,0,0.96,4.0,1.16071,0.0234
0,0,0.98,4.0,1.15309,0.02045
0,0,1.0,4.0,1.14568,0.01784
0,0,1.02,4.0,1.1385,0.01553
0,0,1.04,4.0,1.13156,0.01349
0,0,1.06,4.0,1.12485,0.01171
0,0,1.08,4.0,1.11839,0.01014
0,0,1.1,4.0,1.11217,0.00876
0,0,1.12,4.0,1.1062,0.00756
0,0,1.14,4.0,1.10047,0.00651
0,0,1.16,4.0,1.09498,0.0056
0,0,1.18,4.0,1.08973,0.00481
0,0,1.2,4.0,1.08471,0.00412
0,0,1.22,4.0,1.07992,0.00353
0,0,1.24,4.0,1.07535,0.00302
0,0,1.26,4.0,1.071,0.00258
0,0,1.28,4.0,1.06686,0.0022
0,0,1.3,4.0,1.06292,0.00187
0,0,1.32,4.0,1.05918,0.00159
0,0,1.34,4.0,1.05563,0.00135
0,0,1.36,4.0,1.05227,0.00115
0,0,1.38,4.0,1.04908,0.00097
0,0,1.4,4.0,1.04606,0.00082
0,0,1.42,4.0,1.0432,0.0007
0,0,1.44,4.0,1.0405,0.00059
0,0,1.46,4.0,1.03795,0.0005
0,0,1.48,4.0,1.03554,0.00042
0,0,1.5,4.0,1.03326,0.00035
0,0,1.52,4.0,1.03112,0.0003
0,0,1.54,4.0,1.02909,0.00025
0,0,1.56,4.0,1.02719,0.00021
0,0,1.58,4.0,1.0254,0.00018
0,0,1.6,4.0,1.02371,0.00015
0,0,1.62,4.0,1.02213,0.00013
0,0,1.64,4.0,1.02064,0.00011
0,0,1.66,4.0,1.01924,9e-05
0,0,1.68,4.0,1.01792,8e-05
0,0,1.7,4.0,1.01669,6e-05
0,0,1.72,4.0,1.01554,5e-05
0,0,1.74,4.0,1.01445,4e-05
0,0,1.76,4.0,1.01344,4e-05
0,0,1.78,4.0,1.01249,3e-05
0,0,1.8,4.0,1.01161,3e-05
0,0,1.82,4.0,1.01078,2e-05
0,0,1.84,4.0,1.01,2e-05
0,0,1.86,4.0,1.00928,2e-05
0,0,1.88,4.0,1.0086,1e-05
0,0,1.9,4.0,1.00797,1e-05
0,0,1.92,4.0,1.00738,1e-05
0,0,1.94,4.0,1.00683,1e-05
0,0,1.96,4.0,1.00632,1e-05
0,0,1.98,4.0,1.00584,1e-05
0,0,2.0,4.0,1.0054,0.0
0,0,2.02,4.0,1.00499,0.0
0,0,2.04,4.0,1.00461,0.0
0,0,2.06,4.0,1.00425,0.0
0,0,2.08,4.0,1.00392,0.0
0,0,2.1,4.0,1.00361,0.0
0,0,2.12,4.0,1.00333,0.0
0,0,2.14,4.0,1.00306,0.0
0,0,2.16,4.0,1.00282,0.0
0,0,2.18,4.0,1.00259,0.0
0,0,2.2,4.0,1.00238,0.0
0,0,2.22,4.0,1.00219,0.0
0,0,2.24,4.0,1.00201,0.0
0,0,2.26,4.0,1.00185,0.0
0,0,2.28,4.0,1.00169,0.0
0,0,2.3,4.0,1.00155,0.0
0,0,2.32,4.0,1.00142,0.0
0,0,2.34,4.0,1.00131,0.0
0,0,2.36,4.0,1.0012,0.0
0,0,2.38,4.0,1.00109,0.0
0,0,2.4,4.0,1.001,0.0
0,0,2.42,4.0,1.00092,0.0
0,0,2.44,4.0,1.00084,0.0
0,0,2.46,4.0,1.00076,0.0
0,0,2.48,4.0,1.0007,0.0
0,0,2.5,4.0,1.00064,0.0
0,0,2.52,4.0,1.00058,0.0
0,0,2.54,4.0,1.00053,0.0
0,0,2.56,4.0,1.00048,0.0
0,0,2.58,4.0,1.00044,0.0
0,0,2.6,4.0,1.0004,0.0
0,0,2.62,4.0,1.00036,0.0
0,0,2.64,4.0,1.00033,0.0
0,0,2.66,4.0,1.0003,0.0
0,0,2.68,4.0,1.00027,0.0
0,0,2.7,4.0,1.00024,0.0
0,0,2.72,4.0,1.00022,0.0
0,0,2.74,4.0,1.00019,0.0
0,0,2.76,4.0,1.00017,0.0
0,0,2.78,4.0,1.00016,0.0
0,0,2.8,4.0,1.00014,0.0
0,0,2.82,4.0,1.00013,0.0
0,0,2.84,4.0,1.00011,0.0
0,0,2.86,4.0,1.0001,0.0
0,0,2.88,4.0,1.00009,0.0
0,0,2.9,4.0,1.00008,0.0
0,0,2.92,4.0,1.00007,0.0
0,0,2.94,4.0,1.00007,0.0
0,0,2.96,4.0,1.00006,0.0
0,0,2.98,4.0,1.00005,0.0
0,0,3.0,4.0,1.00005,0.0
0,0,3.02,4.0,1.00004,0.0
0,0,3.04,4.0,1.00003,0.0
0,0,3.06,4.0,1.00003,0.0
0,0,3.08,4.0,1.00003,0.0
0,0,3.1,4.0,1.00002,0.0
0,0,3.12,4.0,1.00002,0.0
0,0,3.14,4.0,1.00001,0.0
0,0,3.16,4.0,1.00001,0.0
0,0,3.18,4.0,1.00001,0.0
0,0,3.2,4.0,1.00001,0.0
0,0,3.22,4.0,1.00001,0.0
0,0,3.24,4.0,1.00001,0.0
0,0,3.26,4.0,1.0,0.0
0,0,3.28,4.0,1.00001,0.0
0,0,3.3,4.0,1.00001,0.0
0,0,3.32,4.0,1.00001,0.0
0,0,3.34,4.0,1.00001,0.0
0,0,3.36,4.0,1.00001,0.0
0,0,3.38,4.0,1.0,0.0
0,0,3.4,4.0,1.0,0.0
0,0,3.42,4.0,1.0,0.0
0,0,3.44,4.0,1.0,0.0
0,0,3.46,4.0,1.0,0.0
0,0,3.48,4.0,1.0,0.0
0,0,3.5,4.0,1.0,0.0
0,0,3.52,4.0,1.0,0.0
0,0,3.54,4.0,1.0,0.0
0,0,3.56,4.0,1.0,0.0
0,0,3.58,4.0,1.0,0.0
0,0,3.6,4.0,1.0,0.0
0,0,3.62,4.0,1.0,0.0
0,0,3.64,4.0,1.0,0.0
0,0,3.66,4.0,1.0,0.0
0,0,3.68,4.0,1.0,0.0
0,0,3.7,4.0,1.0,0.0
0,0,3.72,4.0,1.0,0.0
0,0,3.74,4.0,1.0,0.0
0,0,3.76,4.0,1.0,0.0
0,0,3.78,4.0,1.0,0.0
0,0,3.8,4.0,1.0,0.0
0,0,3.82,4.0,1.0,0.0
0,0,3.84,4.0,1.0,0.0
0,0,3.86,4.0,1.0,0.0
0,0,3.88,4.0,1.0,0.0
0,0,3.9,4.0,1.0,0.0
0,0,3.92,4.0,1.0,0.0
0,0,3.94,4.0,1.0,0.0
0,0,3.96,4.0,1.0,0.0
0,0,3.98,4.0,1.0,0.0
0,0,4.0,4.0,1.0,0.0
0,0,4.02,4.0,1.0,0.0
0,0,4.04,4.0,0.99999,0.0
0,0,4.06,4.0,0.99999,0.0
0,0,4.08,4.0,0.99999,0.0
0,0,4.1,4.0,0.99999,0.0
0,0,4.12,4.0,0.99999,0.0
0,0,4.14,4.0,0.99999,0.0
0,0,4.16,4.0,0.99999,0.0
0,0,4.18,4.0,0.99999,0.0
0,0,4.2,4.0,0.99999,0.0
0,0,4.22,4.0,0.99999,0.0
0,0,4.24,4.0,0.99999,0.0
0,0,4.26,4.0,0.99999,0.0
0,0,4.28,4.0,0.99999,0.0
0,0,4.3,4.0,0.99999,0.0
0,0,4.32,4.0,0.99999,0.0
0,0,4.34,4.0,0.99999,0.0
0,0,4.36,4.0,0.99999,0.0
0,0,4.38001,4.0,0.99999,0.0
0,0,4.40001,4.0,0.99999,0.0
0,0,4.42001,4.0,0.99999,0.0
0,0,4.44001,4.0,0.99999,0.0
0,0,4.46001,4.0,0.99998,0.0
0,0,4.48001,4.0,0.99998,0.0
0,0,4.50001,4.0,0.99998,0.0
0,0,4.52001,4.0,0.99998,0.0
0,0,4.54001,4.0,0.99998,0.0
0,0,4.56001,4.0,0.99998,0.0
0,0,4.58001,4.0,0.99998,0.0
0,0,4.60001,4.0,0.99998,0.0
0,0,4.62001,4.0,0.99999,0.0
0,0,4.64001,4.0,0.99999,0.0
0,0,4.66001,4.0,0.99999,0.0
0,0,4.68001,4.0,0.99999,0.0
0,0,4.70001,4.0,0.99999,0.0
0,0,4.72001,4.0,0.99999,0.0
0,0,4.74001,4.0,0.99999,0.0
0,0,4.76001,4.0,0.99999,0.0
0,0,4.78001,4.0,0.99999,0.0
0,0,4.80001,4.0,1.0,0.0
0,0,4.82002,4.0,1.0,0.0
0,0,4.84002,4.0,1.0,0.0
0,0,4.86002,4.0,1.0,0.0
0,0,4.88002,4.0,1.0,0.0
0,0,4.90002,4.0,1.0,0.0
0,0,4.92002,4.0,1.0,0.0
0,0,4.94002,4.0,1.0,0.0
0,0,4.96002,4.0,1.0,0.0
0,0,4.98002,4.0,1.0,0.0
0,0,5.00002,4.0,1.0,0.0
0,1,0.0,5.0,0.0949,1.0
0,1,0.02,5.0,0.04503,0.98375
0,1,0.04,5.0,0.08809,0.96697
0,1,0.06,5.0,0.12925,0.94891
0,1,0.08,5.0,0.16862,0.92968
0,1,0.1,5.0,0.20628,0.9094
0,1,0.12,5.0,0.2423,0.88819
0,1,0.14,5.0,0.27676,0.86614
0,1,0.16,5.0,0.30973,0.84335
0,1,0.18,5.0,0.34129,0.81992
0,1,0.2,5.0,0.37149,0.79595
0,1,0.22,5.0,0.40039,0.77152
0,1,0.24,5.0,0.42807,0.74672
0,1,0.26,5.0,0.45456,0.72163
0,1,0.28,5.0,0.47992,0.69633
0,1,0.3,5.0,0.50421,0.6709
0,1,0.32,5.0,0.52746,0.64541
0,1,0.34,5.0,0.54972,0.61994
0,1,0.36,5.0,0.57104,0.59456
0,1,0.38,5.0,0.59146,0.56933
0,1,0.4,5.0,0.61101,0.54431
0,1,0.42,5.0,0.62972,0.51957
0,1,0.44,5.0,0.64764,0.49516
0,1,0.46,5.0,0.66479,0.47113
0,1,0.48,5.0,0.68121,0.44755
0,1,0.5,5.0,0.69693,0.42444
0,1,0.52,5.0,0.71196,0.40186
0,1,0.54,5.0,0.72635,0.37984
0,1,0.56,5.0,0.74011,0.35843
0,1,0.58,5.0,0.75327,0.33764
0,1,0.6,5.0,0.76586,0.31751
0,1,0.62,5.0,0.77788,0.29806
0,1,0.64,5.0,0.78937,0.27931
0,1,0.66,5.0,0.80035,0.26128
0,1,0.68,5.0,0.81083,0.24398
0,1,0.7,5.0,0.82084,0.22741
0,1,0.72,5.0,0.83039,0.21159
0,1,0.74,5.0,0.83949,0.1965
0,1,0.76,5.0,0.84818,0.18216
0,1,0.78,5.0,0.85645,0.16854
0,1,0.8,5.0,0.86434,0.15566
0,1,0.82,5.0,0.87185,0.14349
0,1,0.84,5.0,0.87899,0.13202
0,1,0.86,5.0,0.88579,0.12123
0,1,0.88,5.0,0.89225,0.11112
0,1,0.9,5.0,0.8984,0.10165
0,1,0.92,5.0,0.90423,0.0928
0,1,0.94,5.0,0.90977,0.08457
0,1,0.96,5.0,0.91503,0.07691
0,1,0.98,5.0,0.92002,0.0698
0,1,1.0,5.0,0.92475,0.06323
0,1,1.02,5.0,0.92923,0.05716
0,1,1.04,5.0,0.93347,0.05158
0,1,1.06,5.0,0.93748,0.04644
0,1,1.08,5.0,0.94128,0.04173
0,1,1.1,5.0,0.94487,0.03742
0,1,1.12,5.0,0.94827,0.03349
0,1,1.14,5.0,0.95147,0.02991
0,1,1.16,5.0,0.95449,0.02666
0,1,1.18,5.0,0.95735,0.02372
0,1,1.2,5.0,0.96004,0.02105
0,1,1.22,5.0,0.96258,0.01865
0,1,1.24,5.0,0.96497,0.01648
0,1,1.26,5.0,0.96722,0.01454
0,1,1.28,5.0,0.96934,0.0128
0,1,1.3,5.0,0.97133,0.01124
0,1,1.32,5.0,0.9732,0.00986
0,1,1.34,5.0,0.97496,0.00862
0,1,1.36,5.0,0.97662,0.00753
0,1,1.38,5.0,0.97817,0.00656
0,1,1.4,5.0,0.97963,0.0057
0,1,1.42,5.0,0.98099,0.00494
0,1,1.44,5.0,0.98227,0.00428
0,1,1.46,5.0,0.98347,0.0037
0,1,1.48,5.0,0.9846,0.00319
0,1,1.5,5.0,0.98565,0.00274
0,1,1.52,5.0,0.98664,0.00235
0,1,1.54,5.0,0.98756,0.00201
0,1,1.56,5.0,0.98843,0.00172
0,1,1.58,5.0,0.98923,0.00147
0,1,1.6,5.0,0.98999,0.00125
0,1,1.62,5.0,0.99069,0.00106
0,1,1.64,5.0,0.99135,0.0009
0,1,1.66,5.0,0.99196,0.00076
0,1,1.68,5.0,0.99254,0.00064
0,1,1.7,5.0,0.99307,0.00054
0,1,1.72,5.0,0.99357,0.00045
0,1,1.74,5.0,0.99403,0.00038
0,1,1.76,5.0,0.99446,0.00032
0,1,1.78,5.0,0.99486,0.00027
0,1,1.8,5.0,0.99524,0.00022
0,1,1.82,5.0,0.99559,0.00018
0,1,1.84,5.0,0.99591,0.00015
0,1,1.86,5.0,0.99621,0.00013
0,1,1.88,5.0,0.99649,0.0001
0,1,1.9,5.0,0.99675,9e-05
0,1,1.92,5.0,0.997,7e-05
0,1,1.94,5.0,0.99722,6e-05
0,1,1.96,5.0,0.99743,5e-05
0,1,1.98,5.0,0.99763,4e-05
0,1,2.0,5.0,0.99781,3e-05
0,1,2.02,5.0,0.99797,3e-05
0,1,2.04,5.0,0.99813,2e-05
0,1,2.06,5.0,0.99828,2e-05
0,1,2.08,5.0,0.99841,1e-05
0,1,2.1,5.0,0.99853,1e-05
0,1,2.12,5.0,0.99865,1e-05
0,1,2.14,5.0,0.99876,1e-05
0,1,2.16,5.0,0.99885,1e-05
0,1,2.18,5.0,0.99895,0.0
0,1,2.2,5.0,0.99903,0.0
0,1,2.22,5.0,0.99911,0.0
0,1,2.24,5.0,0.99918,0.0
0,1,2.26,5.0,0.99925,0.0
0,1,2.28,5.0,0.99931,0.0
0,1,2.3,5.0,0.99937,0.0
0,1,2.32,5.0,0.99942,0.0
0,1,2.34,5.0,0.99947,0.0
0,1,2.36,5.0,0.99951,0.0
0,1,2.38,5.0,0.99956,0.0
0,1,2.4,5.0,0.99959,0.0
0,1,2.42,5.0,0.99963,0.0
0,1,2.44,5.0,0.99966,0.0
0,1,2.46,5.0,0.99969,0.0
0,1,2.48,5.0,0.99972,0.0
0,1,2.5,5.0,0.99974,0.0
0,1,2.52,5.0,0.99977,0.0
0,1,2.54,5.0,0.99979,0.0
0,1,2.56,5.0,0.99981,0.0
0,1,2.58,5.0,0.99983,0.0
0,1,2.6,5.0,0.99985,0.0
0,1,2.62,5.0,0.99986,0.0
0,1,2.64,5.0,0.99988,0.0
0,1,2.66,5.0,0.99989,0.0
0,1,2.68,5.0,0.9999,0.0
0,1,2.7,5.0,0.99991,0.0
0,1,2.72,5.0,0.99992,0.0
0,1,2.74,5.0,0.99994,0.0
0,1,2.76,5.0,0.99995,0.0
0,1,2.78,5.0,0.99995,0.0
0,1,2.8,5.0,0.99996,0.0
0,1,2.82,5.0,0.99997,0.0
0,1,2.84,5.0,0.99998,0.0
0,1,2.86,5.0,0.99998,0.0
0,1,2.88,5.0,0.99999,0.0
0,1,2.9,5.0,1.0,0.0
0,1,2.92,5.0,1.0,0.0
0,1,2.94,5.0,1.0,0.0
0,1,2.96,5.0,1.00001,0.0
0,1,2.98,5.0,1.00001,0.0
0,1,3.0,5.0,1.00001,0.0
0,1,3.02,5.0,1.00002,0.0
0,1,3.04,5.0,1.00002,0.0
0,1,3.06,5.0,1.00002,0.0
0,1,3.08,5.0,1.00002,0.0
0,1,3.1,5.0,1.00002,0.0
0,1,3.12,5.0,1.00002,0.0
0,1,3.14,5.0,1.00002,0.0
0,1,3.16,5.0,1.00002,0.0
0,1,3.18,5.0,1.00002,0.0
0,1,3.2,5.0,1.00002,0.0
0,1,3.22,5.0,1.00002,0.0
0,1,3.24,5.0,1.00002,0.0
0,1,3.26,5.0,1.00002,0.0
0,1,3.28,5.0,1.00002,0.0
0,1,3.3,5.0,1.00002,0.0
0,1,3.32,5.0,1.00002,0.0
0,1,3.34,5.0,1.00001,0.0
0,1,3.36,5.0,1.00001,0.0
0,1,3.38,5.0,1.00001,0.0
0,1,3.4,5.0,1.00001,0.0
0,1,3.42,5.0,1.00001,0.0
0,1,3.44,5.0,1.00001,0.0
0,1,3.46,5.0,1.00001,0.0
0,1,3.48,5.0,1.00001,0.0
0,1,3.5,5.0,1.00001,0.0
0,1,3.52,5.0,1.00001,0.0
0,1,3.54,5.0,1.00001,0.0
0,1,3.56,5.0,1.00001,0.0
0,1,3.58,5.0,1.00001,0.0
0,1,3.6,5.0,1.00001,0.0
0,1,3.62,5.0,1.00001,0.0
0,1,3.64,5.0,1.00001,0.0
0,1,3.66,5.0,1.00001,0.0
0,1,3.68,5.0,1.00001,0.0
0,1,3.7,5.0,1.00001,0.0
0,1,3.72,5.0,1.00001,0.0
0,1,3.74,5.0,1.00001,0.0
0,1,3.76,5.0,1.00001,0.0
0,1,3.78,5.0,1.00001,0.0
0,1,3.8,5.0,1.00001,0.0
0,1,3.82,5.0,1.00001,0.0
0,1,3.84,5.0,1.00001,0.0
0,1,3.86,5.0,1.00001,0.0
0,1,3.88,5.0,1.00001,0.0
0,1,3.9,5.0,1.0,0.0
0,1,3.92,5.0,1.0,0.0
0,1,3.94,5.0,1.0,0.0
0,1,3.96,5.0,1.0,0.0
0,1,3.98,5.0,1.0,0.0
0,1,4.0,5.0,1.0,0.0
0,1,4.02,5.0,1.0,0.0
0,1,4.04,5.0,1.0,0.0
0,1,4.06,5.0,1.0,0.0
0,1,4.08,5.0,1.0,0.0
0,1,4.1,5.0,1.0,0.0
0,1,4.12,5.0,1.0,0.0
0,1,4.14,5.0,1.0,0.0
0,1,4.16,5.0,1.0,0.0
0,1,4.18,5.0,1.0,0.0
0,1,4.2,5.0,1.0,0.0
0,1,4.22,5.0,1.0,0.0
0,1,4.24,5.0,1.0,0.0
0,1,4.26,5.0,1.0,0.0
0,1,4.28,5.0,1.0,0.0
0,1,4.3,5.0,1.0,0.0
0,1,4.32,5.0,1.0,0.0
0,1,4.34,5.0,1.0,0.0
0,1,4.36,5.0,1.0,0.0
0,1,4.38001,5.0,1.0,0.0
0,1,4.40001,5.0,1.0,0.0
0,1,4.42001,5.0,1.0,0.0
0,1,4.44001,5.0,1.0,0.0
0,1,4.46001,5.0,1.0,0.0
0,1,4.48001,5.0,1.0,0.0
0,1,4.50001,5.0,1.0,0.0
0,1,4.52001,5.0,1.0,0.0
0,1,4.54001,5.0,1.0,0.0
0,1,4.56001,5.0,1.0,0.0
0,1,4.58001,5.0,1.0,0.0
0,1,4.60001,5.0,1.0,0.0
0,1,4.62001,5.0,1.0,0.0
0,1,4.64001,5.0,1.0,0.0
0,1,4.66001,5.0,1.0,0.0
0,1,4.68001,5.0,1.0,0.0
0,1,4.70001,5.0,1.0,0.0
0,1,4.72001,5.0,1.0,0.0
0,1,4.74001,5.0,1.0,0.0
0,1,4.76001,5.0,1.0,0.0
0,1,4.78001,5.0,1.0,0.0
0,1,4.80001,5.0,1.0,0.0
0,1,4.82002,5.0,1.0,0.0
0,1,4.84002,5.0,1.0,0.0
0,1,4.86002,5.0,1.0,0.0
0,1,4.88002,5.0,1.0,0.0
0,1,4.90002,5.0,1.0,0.0
0,1,4.92002,5.0,1.0,0.0
0,1,4.94002,5.0,1.0,0.0
0,1,4.96002,5.0,1.0,0.0
0,1,4.98002,5.0,1.0,0.0
0,1,5.00002,5.0,1.0,0.0
0,3,0.0,6.0,0.0949,1.0
0,3,0.02,6.0,0.05327,0.98369
0,3,0.04,6.0,0.10387,0.96656
0,3,0.06,6.0,0.15194,0.94791
0,3,0.08,6.0,0.19758,0.9279
0,3,0.1,6.0,0.24091,0.90668
0,3,0.12,6.0,0.28204,0.8844
0,3,0.14,6.0,0.32107,0.86118
0,3,0.16,6.0,0.35811,0.83717
0,3,0.18,6.0,0.39324,0.81248
