Ri,M,Eta,k,Fval,Gval
0,3,0.2,6.0,0.42656,0.78722
0,3,0.22,6.0,0.45816,0.7615
0,3,0.24,6.0,0.48811,0.73542
0,3,0.26,6.0,0.51651,0.70909
0,3,0.28,6.0,0.54342,0.6826
0,3,0.3,6.0,0.56891,0.65604
0,3,0.32,6.0,0.59307,0.62948
0,3,0.34,6.0,0.61594,0.60301
0,3,0.36,6.0,0.63761,0.57672
0,3,0.38,6.0,0.65812,0.55066
0,3,0.4,6.0,0.67753,0.5249
0,3,0.42,6.0,0.6959,0.49952
0,3,0.44,6.0,0.71329,0.47456
0,3,0.46,6.0,0.72974,0.45009
0,3,0.48,6.0,0.74529,0.42615
0,3,0.5,6.0,0.76,0.40279
0,3,0.52,6.0,0.77391,0.38005
0,3,0.54,6.0,0.78706,0.35796
0,3,0.56,6.0,0.79948,0.33657
0,3,0.58,6.0,0.81122,0.31589
0,3,0.6,6.0,0.82231,0.29594
0,3,0.62,6.0,0.83279,0.27676
0,3,0.64,6.0,0.84268,0.25835
0,3,0.66,6.0,0.85202,0.24072
0,3,0.68,6.0,0.86083,0.22387
0,3,0.7,6.0,0.86915,0.20782
0,3,0.72,6.0,0.877,0.19255
0,3,0.74,6.0,0.8844,0.17807
0,3,0.76,6.0,0.89139,0.16437
0,3,0.78,6.0,0.89797,0.15142
0,3,0.8,6.0,0.90418,0.13923
0,3,0.82,6.0,0.91003,0.12777
0,3,0.84,6.0,0.91555,0.11703
0,3,0.86,6.0,0.92074,0.10697
0,3,0.88,6.0,0.92563,0.09759
0,3,0.9,6.0,0.93024,0.08886
0,3,0.92,6.0,0.93457,0.08074
0,3,0.94,6.0,0.93866,0.07322
0,3,0.96,6.0,0.9425,0.06626
0,3,0.98,6.0,0.94611,0.05984
0,3,1.0,6.0,0.94951,0.05394
0,3,1.02,6.0,0.9527,0.04852
0,3,1.04,6.0,0.95571,0.04355
0,3,1.06,6.0,0.95853,0.03901
0,3,1.08,6.0,0.96119,0.03487
0,3,1.1,6.0,0.96368,0.03111
0,3,1.12,6.0,0.96602,0.02769
0,3,1.14,6.0,0.96822,0.0246
0,3,1.16,6.0,0.97029,0.02181
0,3,1.18,6.0,0.97223,0.01929
0,3,1.2,6.0,0.97404,0.01703
0,3,1.22,6.0,0.97575,0.015
0,3,1.24,6.0,0.97735,0.01318
0,3,1.26,6.0,0.97885,0.01156
0,3,1.28,6.0,0.98026,0.01012
0,3,1.3,6.0,0.98157,0.00884
0,3,1.32,6.0,0.98281,0.0077
0,3,1.34,6.0,0.98396,0.0067
0,3,1.36,6.0,0.98505,0.00581
0,3,1.38,6.0,0.98606,0.00503
0,3,1.4,6.0,0.98701,0.00435
0,3,1.42,6.0,0.9879,0.00375
0,3,1.44,6.0,0.98873,0.00323
0,3,1.46,6.0,0.9895,0.00277
0,3,1.48,6.0,0.99023,0.00237
0,3,1.5,6.0,0.99091,0.00203
0,3,1.52,6.0,0.99154,0.00173
0,3,1.54,6.0,0.99213,0.00147
0,3,1.56,6.0,0.99268,0.00125
0,3,1.58,6.0,0.9932,0.00106
0,3,1.6,6.0,0.99368,0.00089
0,3,1.62,6.0,0.99413,0.00075
0,3,1.64,6.0,0.99455,0.00063
0,3,1.66,6.0,0.99494,0.00053
0,3,1.68,6.0,0.9953,0.00045
0,3,1.7,6.0,0.99564,0.00037
0,3,1.72,6.0,0.99596,0.00031
0,3,1.74,6.0,0.99625,0.00026
0,3,1.76,6.0,0.99653,0.00022
0,3,1.78,6.0,0.99678,0.00018
0,3,1.8,6.0,0.99702,0.00015
0,3,1.82,6.0,0.99724,0.00012
0,3,1.84,6.0,0.99745,0.0001
0,3,1.86,6.0,0.99764,8e-05
0,3,1.88,6.0,0.99781,7e-05
0,3,1.9,6.0,0.99798,6e-05
0,3,1.92,6.0,0.99813,5e-05
0,3,1.94,6.0,0.99827,4e-05
0,3,1.96,6.0,0.99841,3e-05
0,3,1.98,6.0,0.99853,2e-05
0,3,2.0,6.0,0.99864,2e-05
0,3,2.02,6.0,0.99875,2e-05
0,3,2.04,6.0,0.99884,1e-05
0,3,2.06,6.0,0.99893,1e-05
0,3,2.08,6.0,0.99902,1e-05
0,3,2.1,6.0,0.9991,1e-05
0,3,2.12,6.0,0.99917,1e-05
0,3,2.14,6.0,0.99923,0.0
0,3,2.16,6.0,0.99929,0.0
0,3,2.18,6.0,0.99935,0.0
0,3,2.2,6.0,0.9994,0.0
0,3,2.22,6.0,0.99945,0.0
0,3,2.24,6.0,0.9995,0.0
0,3,2.26,6.0,0.99954,0.0
0,3,2.28,6.0,0.99957,0.0
0,3,2.3,6.0,0.99961,0.0
0,3,2.32,6.0,0.99964,0.0
0,3,2.34,6.0,0.99967,0.0
0,3,2.36,6.0,0.9997,0.0
0,3,2.38,6.0,0.99973,0.0
0,3,2.4,6.0,0.99975,0.0
0,3,2.42,6.0,0.99977,0.0
0,3,2.44,6.0,0.99979,0.0
0,3,2.46,6.0,0.99981,0.0
0,3,2.48,6.0,0.99983,0.0
0,3,2.5,6.0,0.99985,0.0
0,3,2.52,6.0,0.99986,0.0
0,3,2.54,6.0,0.99987,0.0
0,3,2.56,6.0,0.99989,0.0
0,3,2.58,6.0,0.9999,0.0
0,3,2.6,6.0,0.99991,0.0
0,3,2.62,6.0,0.99992,0.0
0,3,2.64,6.0,0.99993,0.0
0,3,2.66,6.0,0.99994,0.0
0,3,2.68,6.0,0.99995,0.0
0,3,2.7,6.0,0.99995,0.0
0,3,2.72,6.0,0.99996,0.0
0,3,2.74,6.0,0.99997,0.0
0,3,2.76,6.0,0.99998,0.0
0,3,2.78,6.0,0.99998,0.0
0,3,2.8,6.0,0.99999,0.0
0,3,2.82,6.0,0.99999,0.0
0,3,2.84,6.0,1.0,0.0
0,3,2.86,6.0,1.0,0.0
0,3,2.88,6.0,1.0,0.0
0,3,2.9,6.0,1.00001,0.0
0,3,2.92,6.0,1.00001,0.0
0,3,2.94,6.0,1.00001,0.0
0,3,2.96,6.0,1.00001,0.0
0,3,2.98,6.0,1.00001,0.0
0,3,3.0,6.0,1.00001,0.0
0,3,3.02,6.0,1.00001,0.0
0,3,3.04,6.0,1.00001,0.0
0,3,3.06,6.0,1.00001,0.0
0,3,3.08,6.0,1.00001,0.0
0,3,3.1,6.0,1.00001,0.0
0,3,3.12,6.0,1.00001,0.0
0,3,3.14,6.0,1.00001,0.0
0,3,3.16,6.0,1.00001,0.0
0,3,3.18,6.0,1.00001,0.0
0,3,3.2,6.0,1.00001,0.0
0,3,3.22,6.0,1.00001,0.0
0,3,3.24,6.0,1.00001,0.0
0,3,3.26,6.0,1.00001,0.0
0,3,3.28,6.0,1.00001,0.0
0,3,3.3,6.0,1.00001,0.0
0,3,3.32,6.0,1.00001,0.0
0,3,3.34,6.0,1.00002,0.0
0,3,3.36,6.0,1.00002,0.0
0,3,3.38,6.0,1.00002,0.0
0,3,3.4,6.0,1.00002,0.0
0,3,3.42,6.0,1.00002,0.0
0,3,3.44,6.0,1.00002,0.0
0,3,3.46,6.0,1.00002,0.0
0,3,3.48,6.0,1.00002,0.0
0,3,3.5,6.0,1.00002,0.0
0,3,3.52,6.0,1.00002,0.0
0,3,3.54,6.0,1.00002,0.0
0,3,3.56,6.0,1.00003,0.0
0,3,3.58,6.0,1.00003,0.0
0,3,3.6,6.0,1.00002,0.0
0,3,3.62,6.0,1.00002,0.0
0,3,3.64,6.0,1.00002,0.0
0,3,3.66,6.0,1.00002,0.0
0,3,3.68,6.0,1.00002,0.0
0,3,3.7,6.0,1.00002,0.0
0,3,3.72,6.0,1.00002,0.0
0,3,3.74,6.0,1.00002,0.0
0,3,3.76,6.0,1.00002,0.0
0,3,3.78,6.0,1.00002,0.0
0,3,3.8,6.0,1.00002,0.0
0,3,3.82,6.0,1.00002,0.0
0,3,3.84,6.0,1.00002,0.0
0,3,3.86,6.0,1.00002,0.0
0,3,3.88,6.0,1.00002,0.0
0,3,3.9,6.0,1.00002,0.0
0,3,3.92,6.0,1.00002,0.0
0,3,3.94,6.0,1.00002,0.0
0,3,3.96,6.0,1.00002,0.0
0,3,3.98,6.0,1.00002,0.0
0,3,4.0,6.0,1.00002,0.0
0,3,4.02,6.0,1.00002,0.0
0,3,4.04,6.0,1.00002,0.0
0,3,4.06,6.0,1.00002,0.0
0,3,4.08,6.0,1.00002,0.0
0,3,4.1,6.0,1.00002,0.0
0,3,4.12,6.0,1.00002,0.0
0,3,4.14,6.0,1.00002,0.0
0,3,4.16,6.0,1.00002,0.0
0,3,4.18,6.0,1.00003,0.0
0,3,4.2,6.0,1.00003,0.0
0,3,4.22,6.0,1.00003,0.0
0,3,4.24,6.0,1.00002,0.0
0,3,4.26,6.0,1.00002,0.0
0,3,4.28,6.0,1.00002,0.0
0,3,4.3,6.0,1.00002,0.0
0,3,4.32,6.0,1.00002,0.0
0,3,4.34,6.0,1.00002,0.0
0,3,4.36,6.0,1.00002,0.0
0,3,4.38001,6.0,1.00002,0.0
0,3,4.40001,6.0,1.00002,0.0
0,3,4.42001,6.0,1.00002,0.0
0,3,4.44001,6.0,1.00001,0.0
0,3,4.46001,6.0,1.00001,0.0
0,3,4.48001,6.0,1.00001,0.0
0,3,4.50001,6.0,1.00001,0.0
0,3,4.52001,6.0,1.00001,0.0
0,3,4.54001,6.0,1.0,0.0
0,3,4.56001,6.0,1.0,0.0
0,3,4.58001,6.0,1.0,0.0
0,3,4.60001,6.0,1.0,0.0
0,3,4.62001,6.0,1.0,0.0
0,3,4.64001,6.0,1.0,0.0
0,3,4.66001,6.0,0.99999,0.0
0,3,4.68001,6.0,0.99999,0.0
0,3,4.70001,6.0,0.99999,0.0
0,3,4.72001,6.0,0.99999,0.0
0,3,4.74001,6.0,0.99999,0.0
0,3,4.76001,6.0,0.99999,0.0
0,3,4.78001,6.0,0.99999,0.0
0,3,4.80001,6.0,0.99999,0.0
0,3,4.82002,6.0,0.99999,0.0
0,3,4.84002,6.0,0.99999,0.0
0,3,4.86002,6.0,0.99999,0.0
0,3,4.88002,6.0,0.99999,0.0
0,3,4.90002,6.0,0.99999,0.0
0,3,4.92002,6.0,1.0,0.0
0,3,4.94002,6.0,1.0,0.0
0,3,4.96002,6.0,1.0,0.0
0,3,4.98002,6.0,1.0,0.0
0,3,5.00002,6.0,1.0,0.0
5,0,0.0,7.0,0.0949,1.0
5,0,0.02,7.0,0.09158,0.98732
5,0,0.04,7.0,0.17704,0.97184
5,0,0.06,7.0,0.25666,0.9532
5,0,0.08,7.0,0.3307,0.93185
5,0,0.1,7.0,0.39941,0.90822
5,0,0.12,7.0,0.46306,0.88267
5,0,0.14,7.0,0.5219,0.85555
5,0,0.16,7.0,0.57618,0.82716
5,0,0.18,7.0,0.62615,0.79776
5,0,0.2,7.0,0.67204,0.76762
5,0,0.22,7.0,0.71409,0.73694
5,0,0.24,7.0,0.75252,0.70593
5,0,0.26,7.0,0.78756,0.67478
5,0,0.28,7.0,0.81941,0.64364
5,0,0.3,7.0,0.84828,0.61266
5,0,0.32,7.0,0.87437,0.58197
5,0,0.34,7.0,0.89786,0.5517
5,0,0.36,7.0,0.91894,0.52194
5,0,0.38,7.0,0.93779,0.4928
5,0,0.4,7.0,0.95456,0.46435
5,0,0.42,7.0,0.96941,0.43667
5,0,0.44,7.0,0.9825,0.40981
5,0,0.46,7.0,0.99397,0.38384
5,0,0.48,7.0,1.00396,0.35879
5,0,0.5,7.0,1.01258,0.33471
5,0,0.52,7.0,1.01997,0.31161
5,0,0.54,7.0,1.02623,0.28952
5,0,0.56,7.0,1.03148,0.26845
5,0,0.58,7.0,1.03581,0.2484
5,0,0.6,7.0,1.03931,0.22938
5,0,0.62,7.0,1.04207,0.21138
5,0,0.64,7.0,1.04417,0.1944
5,0,0.66,7.0,1.04569,0.1784
5,0,0.68,7.0,1.0467,0.16339
5,0,0.7,7.0,1.04725,0.14932
5,0,0.72,7.0,1.0474,0.13618
5,0,0.74,7.0,1.04722,0.12393
5,0,0.76,7.0,1.04674,0.11255
5,0,0.78,7.0,1.04601,0.102
5,0,0.8,7.0,1.04507,0.09223
5,0,0.82,7.0,1.04396,0.08323
5,0,0.84,7.0,1.04271,0.07494
5,0,0.86,7.0,1.04135,0.06733
5,0,0.88,7.0,1.0399,0.06037
5,0,0.9,7.0,1.03839,0.054
5,0,0.92,7.0,1.03683,0.04821
5,0,0.94,7.0,1.03524,0.04294
5,0,0.96,7.0,1.03365,0.03816
5,0,0.98,7.0,1.03205,0.03384
5,0,1.0,7.0,1.03047,0.02995
5,0,1.02,7.0,1.02892,0.02644
5,0,1.04,7.0,1.02739,0.02329
5,0,1.06,7.0,1.0259,0.02048
5,0,1.08,7.0,1.02446,0.01796
5,0,1.1,7.0,1.02306,0.01572
5,0,1.12,7.0,1.02171,0.01372
5,0,1.14,7.0,1.02041,0.01196
5,0,1.16,7.0,1.01916,0.01039
5,0,1.18,7.0,1.01797,0.00901
5,0,1.2,7.0,1.01684,0.0078
5,0,1.22,7.0,1.01576,0.00674
5,0,1.24,7.0,1.01474,0.0058
5,0,1.26,7.0,1.01376,0.00499
5,0,1.28,7.0,1.01284,0.00428
5,0,1.3,7.0,1.01198,0.00366
5,0,1.32,7.0,1.01116,0.00312
5,0,1.34,7.0,1.01039,0.00266
5,0,1.36,7.0,1.00966,0.00226
5,0,1.38,7.0,1.00898,0.00192
5,0,1.4,7.0,1.00834,0.00162
5,0,1.42,7.0,1.00775,0.00137
5,0,1.44,7.0,1.00719,0.00115
5,0,1.46,7.0,1.00666,0.00097
5,0,1.48,7.0,1.00617,0.00081
5,0,1.5,7.0,1.00572,0.00068
5,0,1.52,7.0,1.00529,0.00057
5,0,1.54,7.0,1.0049,0.00047
5,0,1.56,7.0,1.00453,0.00039
5,0,1.58,7.0,1.00419,0.00033
5,0,1.6,7.0,1.00387,0.00027
5,0,1.62,7.0,1.00357,0.00022
5,0,1.64,7.0,1.0033,0.00018
5,0,1.66,7.0,1.00304,0.00015
5,0,1.68,7.0,1.0028,0.00012
5,0,1.7,7.0,1.00258,0.0001
5,0,1.72,7.0,1.00238,8e-05
5,0,1.74,7.0,1.00219,7e-05
5,0,1.76,7.0,1.00202,5e-05
5,0,1.78,7.0,1.00186,4e-05
5,0,1.8,7.0,1.00171,4e-05
5,0,1.82,7.0,1.00157,3e-05
5,0,1.84,7.0,1.00145,2e-05
5,0,1.86,7.0,1.00133,2e-05
5,0,1.88,7.0,1.00122,1e-05
5,0,1.9,7.0,1.00112,1e-05
5,0,1.92,7.0,1.00103,1e-05
5,0,1.94,7.0,1.00094,1e-05
5,0,1.96,7.0,1.00086,1e-05
5,0,1.98,7.0,1.00079,0.0
5,0,2.0,7.0,1.00072,0.0
5,0,2.02,7.0,1.00066,0.0
5,0,2.04,7.0,1.00061,0.0
5,0,2.06,7.0,1.00055,0.0
5,0,2.08,7.0,1.00051,0.0
5,0,2.1,7.0,1.00046,0.0
5,0,2.12,7.0,1.00042,0.0
5,0,2.14,7.0,1.00039,0.0
5,0,2.16,7.0,1.00035,0.0
5,0,2.18,7.0,1.00032,0.0
5,0,2.2,7.0,1.00029,0.0
5,0,2.22,7.0,1.00027,0.0
5,0,2.24,7.0,1.00025,0.0
5,0,2.26,7.0,1.00023,0.0
5,0,2.28,7.0,1.00021,0.0
5,0,2.3,7.0,1.00019,0.0
5,0,2.32,7.0,1.00017,0.0
5,0,2.34,7.0,1.00016,0.0
5,0,2.36,7.0,1.00014,0.0
5,0,2.38,7.0,1.00013,0.0
5,0,2.4,7.0,1.00012,0.0
5,0,2.42,7.0,1.00011,0.0
5,0,2.44,7.0,1.0001,0.0
5,0,2.46,7.0,1.00009,0.0
5,0,2.48,7.0,1.00008,0.0
5,0,2.5,7.0,1.00008,0.0
5,0,2.52,7.0,1.00007,0.0
5,0,2.54,7.0,1.00007,0.0
5,0,2.56,7.0,1.00006,0.0
5,0,2.58,7.0,1.00005,0.0
5,0,2.6,7.0,1.00005,0.0
5,0,2.62,7.0,1.00004,0.0
5,0,2.64,7.0,1.00004,0.0
5,0,2.66,7.0,1.00003,0.0
5,0,2.68,7.0,1.00003,0.0
5,0,2.7,7.0,1.00003,0.0
5,0,2.72,7.0,1.00002,0.0
5,0,2.74,7.0,1.00002,0.0
5,0,2.76,7.0,1.00002,0.0
5,0,2.78,7.0,1.00001,0.0
5,0,2.8,7.0,1.00001,0.0
5,0,2.82,7.0,1.00001,0.0
5,0,2.84,7.0,1.00001,0.0
5,0,2.86,7.0,1.00001,0.0
5,0,2.88,7.0,1.00001,0.0
5,0,2.9,7.0,1.00001,0.0
5,0,2.92,7.0,1.00001,0.0
5,0,2.94,7.0,1.00001,0.0
5,0,2.96,7.0,1.00001,0.0
5,0,2.98,7.0,1.00001,0.0
5,0,3.0,7.0,1.00001,0.0
5,0,3.02,7.0,1.00001,0.0
5,0,3.04,7.0,1.00002,0.0
5,0,3.06,7.0,1.00002,0.0
5,0,3.08,7.0,1.00002,0.0
5,0,3.1,7.0,1.00002,0.0
5,0,3.12,7.0,1.00002,0.0
5,0,3.14,7.0,1.00002,0.0
5,0,3.16,7.0,1.00002,0.0
5,0,3.18,7.0,1.00002,0.0
5,0,3.2,7.0,1.00002,0.0
5,0,3.22,7.0,1.00002,0.0
5,0,3.24,7.0,1.00002,0.0
5,0,3.26,7.0,1.00002,0.0
5,0,3.28,7.0,1.00002,0.0
5,0,3.3,7.0,1.00002,0.0
5,0,3.32,7.0,1.00002,0.0
5,0,3.34,7.0,1.00002,0.0
5,0,3.36,7.0,1.00002,0.0
5,0,3.38,7.0,1.00002,0.0
5,0,3.4,7.0,1.00002,0.0
5,0,3.42,7.0,1.00002,0.0
5,0,3.44,7.0,1.00002,0.0
5,0,3.46,7.0,1.00002,0.0
5,0,3.48,7.0,1.00002,0.0
5,0,3.5,7.0,1.00002,0.0
5,0,3.52,7.0,1.00002,0.0
5,0,3.54,7.0,1.00002,0.0
5,0,3.56,7.0,1.00002,0.0
5,0,3.58,7.0,1.00002,0.0
5,0,3.6,7.0,1.00002,0.0
5,0,3.62,7.0,1.00002,0.0
5,0,3.64,7.0,1.00002,0.0
5,0,3.66,7.0,1.00002,0.0
5,0,3.68,7.0,1.00002,0.0
5,0,3.7,7.0,1.00002,0.0
5,0,3.72,7.0,1.00002,0.0
5,0,3.74,7.0,1.00002,0.0
5,0,3.76,7.0,1.00002,0.0
5,0,3.78,7.0,1.00002,0.0
5,0,3.8,7.0,1.00001,0.0
5,0,3.82,7.0,1.00001,0.0
5,0,3.84,7.0,1.00001,0.0
5,0,3.86,7.0,1.00001,0.0
5,0,3.88,7.0,1.00001,0.0
5,0,3.9,7.0,1.00001,0.0
5,0,3.92,7.0,1.00001,0.0
5,0,3.94,7.0,1.0,0.0
5,0,3.96,7.0,1.0,0.0
5,0,3.98,7.0,1.0,0.0
5,0,4.0,7.0,1.0,0.0
5,0,4.02,7.0,1.0,0.0
5,0,4.04,7.0,1.0,0.0
5,0,4.06,7.0,0.99999,0.0
5,0,4.08,7.0,0.99999,0.0
5,0,4.1,7.0,0.99999,0.0
5,0,4.12,7.0,0.99999,0.0
5,0,4.14,7.0,0.99998,0.0
5,0,4.16,7.0,0.99998,0.0
5,0,4.18,7.0,0.99998,0.0
5,0,4.2,7.0,0.99998,0.0
5,0,4.22,7.0,0.99998,0.0
5,0,4.24,7.0,0.99998,0.0
5,0,4.26,7.0,0.99998,0.0
5,0,4.28,7.0,0.99998,0.0
5,0,4.3,7.0,0.99998,0.0
5,0,4.32,7.0,0.99997,0.0
5,0,4.34,7.0,0.99997,0.0
5,0,4.36,7.0,0.99997,0.0
5,0,4.38001,7.0,0.99997,0.0
5,0,4.40001,7.0,0.99997,0.0
5,0,4.42001,7.0,0.99997,0.0
5,0,4.44001,7.0,0.99997,0.0
5,0,4.46001,7.0,0.99997,0.0
5,0,4.48001,7.0,0.99997,0.0
5,0,4.50001,7.0,0.99997,0.0
5,0,4.52001,7.0,0.99997,0.0
5,0,4.54001,7.0,0.99997,0.0
5,0,4.56001,7.0,0.99998,0.0
5,0,4.58001,7.0,0.99998,0.0
5,0,4.60001,7.0,0.99998,0.0
5,0,4.62001,7.0,0.99998,0.0
5,0,4.64001,7.0,0.99998,0.0
5,0,4.66001,7.0,0.99998,0.0
5,0,4.68001,7.0,0.99998,0.0
5,0,4.70001,7.0,0.99998,0.0
5,0,4.72001,7.0,0.99998,0.0
5,0,4.74001,7.0,0.99998,0.0
5,0,4.76001,7.0,0.99998,0.0
5,0,4.78001,7.0,0.99998,0.0
5,0,4.80001,7.0,0.99999,0.0
5,0,4.82002,7.0,0.99999,0.0
5,0,4.84002,7.0,0.99999,0.0
5,0,4.86002,7.0,0.99999,0.0
5,0,4.88002,7.0,0.99999,0.0
5,0,4.90002,7.0,0.99999,0.0
5,0,4.92002,7.0,0.99999,0.0
5,0,4.94002,7.0,0.99999,0.0
5,0,4.96002,7.0,1.0,0.0
5,0,4.98002,7.0,1.0,0.0
5,0,5.00002,7.0,1.0,0.0
5,1,0.0,8.0,0.0949,1.0
5,1,0.02,8.0,0.12881,0.99617
5,1,0.04,8.0,0.248,0.9866
5,1,0.06,8.0,0.35792,0.97144
5,1,0.08,8.0,0.45896,0.95161
5,1,0.1,8.0,0.55152,0.92792
5,1,0.12,8.0,0.636,0.90107
5,1,0.14,8.0,0.71282,0.8717
5,1,0.16,8.0,0.78238,0.84037
5,1,0.18,8.0,0.84511,0.80754
5,1,0.2,8.0,0.90141,0.77365
5,1,0.22,8.0,0.95168,0.73907
5,1,0.24,8.0,0.99632,0.70411
5,1,0.26,8.0,1.03571,0.66906
5,1,0.28,8.0,1.07023,0.63417
5,1,0.3,8.0,1.10023,0.59964
5,1,0.32,8.0,1.12608,0.56565
5,1,0.34,8.0,1.14809,0.53236
5,1,0.36,8.0,1.16659,0.49989
5,1,0.38,8.0,1.18188,0.46835
5,1,0.4,8.0,1.19425,0.43784
5,1,0.42,8.0,1.20397,0.40843
5,1,0.44,8.0,1.21131,0.38016
5,1,0.46,8.0,1.21651,0.35309
5,1,0.48,8.0,1.21979,0.32725
5,1,0.5,8.0,1.22137,0.30265
5,1,0.52,8.0,1.22145,0.2793
5,1,0.54,8.0,1.2202,0.2572
5,1,0.56,8.0,1.21782,0.23635
5,1,0.58,8.0,1.21444,0.21672
5,1,0.6,8.0,1.21022,0.1983
5,1,0.62,8.0,1.20529,0.18105
5,1,0.64,8.0,1.19977,0.16496
5,1,0.66,8.0,1.19377,0.14996
5,1,0.68,8.0,1.1874,0.13604
5,1,0.7,8.0,1.18073,0.12315
5,1,0.72,8.0,1.17385,0.11123
5,1,0.74,8.0,1.16683,0.10025
5,1,0.76,8.0,1.15974,0.09016
5,1,0.78,8.0,1.15263,0.08091
5,1,0.8,8.0,1.14554,0.07245
5,1,0.82,8.0,1.13853,0.06473
5,1,0.84,8.0,1.13162,0.05771
5,1,0.86,8.0,1.12485,0.05134
5,1,0.88,8.0,1.11825,0.04557
5,1,0.9,8.0,1.11182,0.04036
5,1,0.92,8.0,1.1056,0.03567
5,1,0.94,8.0,1.09958,0.03146
5,1,0.96,8.0,1.09379,0.02768
5,1,0.98,8.0,1.08823,0.0243
5,1,1.0,8.0,1.08291,0.02129
5,1,1.02,8.0,1.07782,0.01861
5,1,1.04,8.0,1.07296,0.01623
5,1,1.06,8.0,1.06834,0.01413
5,1,1.08,8.0,1.06395,0.01227
5,1,1.1,8.0,1.05979,0.01063
5,1,1.12,8.0,1.05585,0.00919
5,1,1.14,8.0,1.05213,0.00793
5,1,1.16,8.0,1.04862,0.00683
5,1,1.18,8.0,1.04531,0.00586
5,1,1.2,8.0,1.04219,0.00503
5,1,1.22,8.0,1.03926,0.0043
5,1,1.24,8.0,1.03651,0.00367
5,1,1.26,8.0,1.03393,0.00313
5,1,1.28,8.0,1.03151,0.00266
5,1,1.3,8.0,1.02925,0.00225
5,1,1.32,8.0,1.02713,0.00191
5,1,1.34,8.0,1.02516,0.00161
5,1,1.36,8.0,1.02331,0.00136
5,1,1.38,8.0,1.02159,0.00114
5,1,1.4,8.0,1.01999,0.00096
5,1,1.42,8.0,1.01849,0.0008
5,1,1.44,8.0,1.0171,0.00067
5,1,1.46,8.0,1.01581,0.00056
5,1,1.48,8.0,1.0146,0.00047
5,1,1.5,8.0,1.01349,0.00039
5,1,1.52,8.0,1.01245,0.00032
5,1,1.54,8.0,1.01149,0.00027
5,1,1.56,8.0,1.01059,0.00022
5,1,1.58,8.0,1.00977,0.00018
5,1,1.6,8.0,1.009,0.00015
5,1,1.62,8.0,1.00829,0.00012
5,1,1.64,8.0,1.00763,0.0001
5,1,1.66,8.0,1.00703,8e-05
5,1,1.68,8.0,1.00646,7e-05
5,1,1.7,8.0,1.00594,6e-05
5,1,1.72,8.0,1.00547,5e-05
5,1,1.74,8.0,1.00502,4e-05
5,1,1.76,8.0,1.00461,3e-05
5,1,1.78,8.0,1.00424,2e-05
5,1,1.8,8.0,1.00389,2e-05
5,1,1.82,8.0,1.00357,2e-05
5,1,1.84,8.0,1.00327,1e-05
5,1,1.86,8.0,1.003,1e-05
5,1,1.88,8.0,1.00275,1e-05
5,1,1.9,8.0,1.00252,1e-05
5,1,1.92,8.0,1.0023,1e-05
5,1,1.94,8.0,1.00211,0.0
5,1,1.96,8.0,1.00193,0.0
5,1,1.98,8.0,1.00176,0.0
5,1,2.0,8.0,1.00161,0.0
5,1,2.02,8.0,1.00147,0.0
5,1,2.04,8.0,1.00135,0.0
5,1,2.06,8.0,1.00123,0.0
5,1,2.08,8.0,1.00112,0.0
5,1,2.1,8.0,1.00103,0.0
5,1,2.12,8.0,1.00093,0.0
5,1,2.14,8.0,1.00085,0.0
5,1,2.16,8.0,1.00078,0.0
5,1,2.18,8.0,1.00071,0.0
5,1,2.2,8.0,1.00064,0.0
5,1,2.22,8.0,1.00059,0.0
5,1,2.24,8.0,1.00053,0.0
5,1,2.26,8.0,1.00048,0.0
5,1,2.28,8.0,1.00044,0.0
5,1,2.3,8.0,1.0004,0.0
5,1,2.32,8.0,1.00036,0.0
5,1,2.34,8.0,1.00033,0.0
5,1,2.36,8.0,1.0003,0.0
5,1,2.38,8.0,1.00027,0.0
5,1,2.4,8.0,1.00024,0.0
5,1,2.42,8.0,1.00022,0.0
5,1,2.44,8.0,1.0002,0.0
5,1,2.46,8.0,1.00018,0.0
5,1,2.48,8.0,1.00016,0.0
5,1,2.5,8.0,1.00014,0.0
5,1,2.52,8.0,1.00013,0.0
5,1,2.54,8.0,1.00012,0.0
5,1,2.56,8.0,1.00011,0.0
5,1,2.58,8.0,1.0001,0.0
5,1,2.6,8.0,1.00009,0.0
5,1,2.62,8.0,1.00008,0.0
5,1,2.64,8.0,1.00007,0.0
5,1,2.66,8.0,1.00007,0.0
5,1,2.68,8.0,1.00006,0.0
5,1,2.7,8.0,1.00006,0.0
5,1,2.72,8.0,1.00005,0.0
5,1,2.74,8.0,1.00005,0.0
5,1,2.76,8.0,1.00004,0.0
5,1,2.78,8.0,1.00004,0.0
5,1,2.8,8.0,1.00003,0.0
5,1,2.82,8.0,1.00003,0.0
5,1,2.84,8.0,1.00003,0.0
5,1,2.86,8.0,1.00003,0.0
5,1,2.88,8.0,1.00002,0.0
5,1,2.9,8.0,1.00002,0.0
5,1,2.92,8.0,1.00002,0.0
5,1,2.94,8.0,1.00002,0.0
5,1,2.96,8.0,1.00002,0.0
5,1,2.98,8.0,1.00002,0.0
5,1,3.0,8.0,1.00001,0.0
5,1,3.02,8.0,1.00001,0.0
5,1,3.04,8.0,1.00001,0.0
5,1,3.06,8.0,1.00001,0.0
5,1,3.08,8.0,1.00001,0.0
5,1,3.1,8.0,1.00001,0.0
5,1,3.12,8.0,1.00001,0.0
5,1,3.14,8.0,1.00001,0.0
